Week,Date,LSTM,Passive,Correct
137,2005-09-25,1.154,1.074,0.52381
138,2005-10-02,1.154,1.045,0.52941
139,2005-10-09,1.145,1.037,0.52326
140,2005-10-16,1.138,1.031,0.51724
141,2005-10-23,1.157,1.047,0.52273
142,2005-10-31,1.178,1.066,0.52809
143,2005-11-07,1.178,1.079,0.52222
144,2005-11-14,1.178,1.091,0.51648
145,2005-11-21,1.178,1.109,0.51087
146,2005-11-28,1.178,1.106,0.51613
147,2005-12-05,1.178,1.101,0.52128
148,2005-12-12,1.178,1.108,0.51579
149,2005-12-19,1.178,1.109,0.51042
150,2005-12-26,1.178,1.091,0.51546
151,2006-01-02,1.213,1.124,0.52041
152,2006-01-09,1.213,1.125,0.52525
153,2006-01-16,1.213,1.103,0.53
154,2006-01-23,1.234,1.122,0.53465
155,2006-01-30,1.234,1.105,0.53922
156,2006-02-06,1.237,1.107,0.54369
157,2006-02-13,1.237,1.125,0.53846
158,2006-02-20,1.237,1.127,0.53333
159,2006-02-27,1.237,1.125,0.53774
160,2006-03-06,1.237,1.12,0.53271
161,2006-03-13,1.237,1.143,0.53704
162,2006-03-20,1.237,1.139,0.53211
163,2006-03-27,1.237,1.132,0.53636
164,2006-04-02,1.237,1.132,0.54054
165,2006-04-09,1.231,1.127,0.53571
166,2006-04-16,1.252,1.146,0.53982
167,2006-04-23,1.252,1.146,0.53509
168,2006-04-30,1.252,1.159,0.53913
169,2006-05-07,1.252,1.129,0.5431
170,2006-05-14,1.228,1.107,0.53846
171,2006-05-21,1.241,1.119,0.54237
172,2006-05-28,1.249,1.126,0.53782
173,2006-06-04,1.214,1.095,0.53333
174,2006-06-11,1.213,1.094,0.53719
175,2006-06-18,1.207,1.088,0.54098
176,2006-06-25,1.232,1.11,0.54472
177,2006-07-02,1.232,1.106,0.54839
178,2006-07-09,1.203,1.08,0.544
179,2006-07-16,1.207,1.084,0.54762
180,2006-07-23,1.244,1.118,0.55118
181,2006-07-30,1.245,1.118,0.54688
182,2006-08-06,1.245,1.107,0.54264
183,2006-08-13,1.245,1.138,0.53846
184,2006-08-20,1.245,1.132,0.54198
185,2006-08-27,1.245,1.146,0.53788
186,2006-09-03,1.245,1.135,0.54135
187,2006-09-10,1.265,1.153,0.54478
188,2006-09-17,1.265,1.149,0.54815
189,2006-09-24,1.285,1.168,0.55147
190,2006-10-01,1.285,1.18,0.54745
191,2006-10-08,1.285,1.194,0.54348
192,2006-10-15,1.285,1.196,0.53957
193,2006-10-22,1.285,1.204,0.54286
194,2006-10-30,1.285,1.192,0.5461
195,2006-11-06,1.285,1.207,0.54225
196,2006-11-13,1.285,1.225,0.53846
197,2006-11-20,1.285,1.224,0.54167
198,2006-11-27,1.285,1.221,0.54483
199,2006-12-04,1.297,1.232,0.5411
200,2006-12-11,1.313,1.247,0.54422
201,2006-12-18,1.313,1.233,0.5473
202,2006-12-25,1.313,1.24,0.55034
203,2007-01-01,1.305,1.232,0.54667
204,2007-01-08,1.325,1.251,0.54967
205,2007-01-15,1.325,1.25,0.55263
206,2007-01-22,1.325,1.243,0.55556
207,2007-01-29,1.325,1.266,0.55195
208,2007-02-05,1.325,1.257,0.55484
209,2007-02-12,1.341,1.272,0.55769
210,2007-02-19,1.341,1.268,0.56051
211,2007-02-26,1.282,1.212,0.55696
212,2007-03-05,1.296,1.226,0.55975
213,2007-03-11,1.281,1.212,0.55625
214,2007-03-18,1.327,1.255,0.55901
215,2007-03-25,1.327,1.242,0.56173
216,2007-04-01,1.348,1.262,0.56442
217,2007-04-08,1.348,1.27,0.56098
218,2007-04-15,1.348,1.297,0.55758
219,2007-04-22,1.348,1.306,0.56024
220,2007-04-29,1.348,1.316,0.56287
221,2007-05-06,1.348,1.316,0.55952
222,2007-05-13,1.364,1.331,0.56213
223,2007-05-20,1.357,1.325,0.55882
224,2007-05-27,1.376,1.343,0.5614
225,2007-06-03,1.376,1.318,0.56395
226,2007-06-10,1.399,1.34,0.56647
227,2007-06-17,1.371,1.313,0.56322
228,2007-06-24,1.372,1.314,0.56
229,2007-07-01,1.397,1.338,0.5625
230,2007-07-08,1.397,1.357,0.56497
231,2007-07-15,1.38,1.341,0.5618
232,2007-07-22,1.312,1.275,0.55866
233,2007-07-29,1.289,1.253,0.55556
234,2007-08-05,1.289,1.271,0.55801
235,2007-08-12,1.289,1.264,0.56044
236,2007-08-19,1.289,1.293,0.55738
237,2007-08-26,1.284,1.288,0.55435
238,2007-09-02,1.267,1.27,0.55135
239,2007-09-09,1.293,1.297,0.55376
240,2007-09-16,1.329,1.334,0.55615
241,2007-09-23,1.329,1.334,0.55319
242,2007-09-30,1.329,1.361,0.55026
243,2007-10-07,1.333,1.365,0.54737
244,2007-10-14,1.281,1.312,0.5445
245,2007-10-21,1.31,1.342,0.54688
246,2007-10-28,1.289,1.319,0.54404
247,2007-11-05,1.241,1.271,0.54124
248,2007-11-12,1.245,1.275,0.54359
249,2007-11-19,1.23,1.259,0.54082
250,2007-11-26,1.264,1.295,0.54315
251,2007-12-03,1.284,1.315,0.54545
252,2007-12-10,1.253,1.283,0.54271
253,2007-12-17,1.253,1.297,0.54
254,2007-12-24,1.253,1.292,0.54229
255,2007-12-31,1.253,1.234,0.54455
256,2008-01-07,1.244,1.225,0.5468
257,2008-01-14,1.244,1.158,0.54902
258,2008-01-21,1.249,1.163,0.54634
259,2008-01-28,1.309,1.22,0.54854
260,2008-02-04,1.249,1.164,0.54589
261,2008-02-11,1.267,1.18,0.54808
262,2008-02-18,1.27,1.183,0.55024
263,2008-02-25,1.249,1.163,0.54762
264,2008-03-03,1.214,1.13,0.54502
265,2008-03-09,1.209,1.126,0.54245
266,2008-03-16,1.248,1.162,0.5446
267,2008-03-23,1.234,1.15,0.54673
268,2008-03-30,1.286,1.198,0.54884
269,2008-04-06,1.251,1.165,0.5463
270,2008-04-13,1.305,1.215,0.54839
271,2008-04-20,1.305,1.222,0.54587
272,2008-04-27,1.305,1.236,0.54338
273,2008-05-04,1.305,1.213,0.54545
274,2008-05-11,1.305,1.246,0.54299
275,2008-05-18,1.305,1.203,0.54505
276,2008-05-25,1.305,1.224,0.5426
277,2008-06-01,1.305,1.189,0.54464
278,2008-06-08,1.305,1.189,0.54222
279,2008-06-15,1.305,1.152,0.54425
280,2008-06-22,1.305,1.117,0.54626
281,2008-06-29,1.305,1.104,0.54825
282,2008-07-06,1.281,1.083,0.54585
283,2008-07-13,1.302,1.102,0.54783
284,2008-07-20,1.299,1.099,0.54978
285,2008-07-27,1.299,1.102,0.54741
286,2008-08-03,1.337,1.133,0.54936
287,2008-08-10,1.337,1.135,0.54701
288,2008-08-17,1.337,1.129,0.54468
289,2008-08-24,1.337,1.121,0.54661
290,2008-08-31,1.337,1.086,0.54852
291,2008-09-07,1.337,1.094,0.55042
292,2008-09-14,1.34,1.097,0.54812
293,2008-09-21,1.295,1.06,0.54583
294,2008-09-28,1.174,0.961,0.54357
295,2008-10-05,1.174,0.786,0.54545
296,2008-10-12,1.174,0.822,0.54733
297,2008-10-19,1.174,0.766,0.54918
298,2008-10-26,1.174,0.847,0.54694
299,2008-11-03,1.128,0.814,0.54878
300,2008-11-10,1.058,0.763,0.54656
301,2008-11-17,0.969,0.699,0.54435
302,2008-11-24,1.086,0.783,0.54618
303,2008-12-01,1.061,0.766,0.544
304,2008-12-08,1.061,0.769,0.54183
305,2008-12-15,1.061,0.776,0.53968
306,2008-12-22,1.043,0.763,0.5415
307,2008-12-29,1.043,0.814,0.53937
308,2009-01-05,0.997,0.778,0.53725
309,2009-01-12,0.952,0.743,0.53516
310,2009-01-19,0.932,0.727,0.53307
311,2009-01-26,0.932,0.722,0.53101
312,2009-02-02,0.98,0.759,0.53282
313,2009-02-09,0.933,0.723,0.53462
314,2009-02-16,0.869,0.673,0.53257
315,2009-02-23,0.869,0.642,0.53053
316,2009-03-02,0.808,0.597,0.52852
317,2009-03-08,0.894,0.661,0.5303
318,2009-03-15,0.894,0.672,0.53208
319,2009-03-22,0.949,0.713,0.53383
320,2009-03-29,0.949,0.736,0.53184
321,2009-04-05,0.949,0.749,0.52985
322,2009-04-12,0.949,0.76,0.52788
323,2009-04-19,0.945,0.757,0.52593
324,2009-04-26,0.945,0.767,0.52399
325,2009-05-03,0.945,0.812,0.52206
326,2009-05-10,0.945,0.772,0.52381
327,2009-05-17,0.95,0.775,0.52555
328,2009-05-24,0.984,0.803,0.52727
329,2009-05-31,1.007,0.822,0.52536
330,2009-06-07,1.013,0.827,0.52708
331,2009-06-14,0.986,0.805,0.52878
332,2009-06-21,0.984,0.803,0.53047
333,2009-06-28,0.96,0.784,0.52857
334,2009-07-05,0.941,0.768,0.52669
335,2009-07-12,0.941,0.822,0.52482
336,2009-07-19,0.941,0.856,0.52297
337,2009-07-26,0.949,0.863,0.52113
338,2009-08-02,0.971,0.883,0.52281
339,2009-08-09,0.971,0.878,0.52098
340,2009-08-16,0.971,0.897,0.52265
341,2009-08-23,0.971,0.899,0.52083
342,2009-08-30,0.96,0.888,0.51903
343,2009-09-06,0.96,0.911,0.51724
344,2009-09-13,0.96,0.934,0.51546
345,2009-09-20,0.938,0.913,0.5137
346,2009-09-27,0.921,0.896,0.51195
347,2009-10-04,0.962,0.937,0.51361
348,2009-10-11,0.962,0.951,0.51186
349,2009-10-18,0.962,0.944,0.51351
350,2009-10-25,0.962,0.906,0.51515
351,2009-11-02,0.993,0.935,0.51678
352,2009-11-09,1.016,0.956,0.51839
353,2009-11-16,1.016,0.954,0.51667
354,2009-11-23,1.016,0.954,0.51827
355,2009-11-30,1.029,0.967,0.51987
356,2009-12-07,1.029,0.967,0.52145
357,2009-12-14,1.029,0.964,0.52303
358,2009-12-21,1.029,0.985,0.52131
359,2009-12-28,1.029,0.975,0.52288
360,2010-01-04,1.057,1.001,0.52443
361,2010-01-11,1.057,0.993,0.52273
362,2010-01-18,1.057,0.954,0.52427
363,2010-01-25,1.039,0.939,0.52581
364,2010-02-01,1.032,0.932,0.52412
365,2010-02-08,1.041,0.94,0.52564
366,2010-02-15,1.041,0.969,0.52396
367,2010-02-22,1.041,0.965,0.52229
368,2010-03-01,1.041,0.995,0.52063
369,2010-03-08,1.041,1.005,0.52215
370,2010-03-14,1.041,1.014,0.5205
371,2010-03-21,1.041,1.02,0.52201
372,2010-03-28,1.041,1.03,0.52038
373,2010-04-04,1.055,1.044,0.52187
374,2010-04-11,1.055,1.042,0.52336
375,2010-04-18,1.078,1.064,0.52484
376,2010-04-25,1.078,1.037,0.52632
377,2010-05-02,1.009,0.971,0.52469
378,2010-05-09,1.031,0.993,0.52615
379,2010-05-16,0.988,0.951,0.52454
380,2010-05-23,0.989,0.952,0.52599
381,2010-05-30,0.967,0.931,0.52439
382,2010-06-06,0.991,0.954,0.52584
383,2010-06-13,0.991,0.977,0.52424
384,2010-06-20,0.991,0.941,0.52568
385,2010-06-27,0.941,0.894,0.5241
386,2010-07-04,0.992,0.942,0.52553
387,2010-07-11,0.992,0.931,0.52695
388,2010-07-18,1.028,0.964,0.52836
389,2010-07-25,1.027,0.963,0.52679
390,2010-08-01,1.045,0.98,0.52819
391,2010-08-08,1.006,0.943,0.52663
392,2010-08-15,0.999,0.937,0.52802
393,2010-08-22,0.992,0.93,0.52941
394,2010-08-29,1.029,0.965,0.53079
395,2010-09-05,1.029,0.97,0.53216
396,2010-09-12,1.044,0.984,0.53061
397,2010-09-19,1.066,1.004,0.53198
398,2010-09-26,1.063,1.002,0.53043
399,2010-10-03,1.081,1.018,0.53179
400,2010-10-10,1.081,1.028,0.53026
401,2010-10-17,1.087,1.034,0.53161
402,2010-10-24,1.087,1.034,0.53295
403,2010-10-31,1.126,1.071,0.53429
404,2010-11-08,1.126,1.048,0.53561
405,2010-11-15,1.126,1.049,0.53409
406,2010-11-22,1.126,1.04,0.53541
407,2010-11-29,1.126,1.07,0.5339
408,2010-12-06,1.126,1.084,0.53239
409,2010-12-13,1.126,1.087,0.5309
410,2010-12-20,1.126,1.098,0.53221
411,2010-12-27,1.126,1.099,0.53352
412,2011-01-03,1.126,1.111,0.53203
413,2011-01-10,1.126,1.13,0.53056
414,2011-01-17,1.126,1.122,0.53186
415,2011-01-24,1.126,1.116,0.53315
416,2011-01-31,1.126,1.146,0.53168
417,2011-02-07,1.126,1.162,0.53022
418,2011-02-14,1.126,1.174,0.53151
419,2011-02-21,1.126,1.154,0.53279
420,2011-02-28,1.126,1.155,0.53134
421,2011-03-07,1.126,1.14,0.53261
422,2011-03-13,1.126,1.118,0.53388
423,2011-03-20,1.157,1.148,0.53514
424,2011-03-27,1.157,1.165,0.53369
425,2011-04-03,1.157,1.161,0.53495
426,2011-04-10,1.157,1.153,0.53351
427,2011-04-17,1.157,1.169,0.53209
428,2011-04-24,1.157,1.192,0.53333
429,2011-05-01,1.157,1.171,0.53457
430,2011-05-08,1.155,1.169,0.53581
431,2011-05-15,1.151,1.165,0.53439
432,2011-05-22,1.149,1.163,0.53562
433,2011-05-29,1.149,1.136,0.53684
434,2011-06-05,1.123,1.111,0.53543
435,2011-06-12,1.124,1.111,0.53403
436,2011-06-19,1.121,1.109,0.53525
437,2011-06-26,1.184,1.171,0.53646
438,2011-07-03,1.184,1.175,0.53766
439,2011-07-10,1.184,1.15,0.53886
440,2011-07-17,1.21,1.176,0.54005
441,2011-07-24,1.21,1.13,0.54124
442,2011-07-31,1.123,1.048,0.53985
443,2011-08-07,1.104,1.03,0.53846
444,2011-08-14,1.104,0.982,0.53964
445,2011-08-21,1.156,1.029,0.54082
446,2011-08-28,1.153,1.026,0.54198
447,2011-09-04,1.153,1.009,0.54315
448,2011-09-11,1.153,1.063,0.54177
449,2011-09-18,1.153,0.993,0.54293
450,2011-09-25,1.148,0.989,0.54156
451,2011-10-02,1.172,1.01,0.54271
452,2011-10-09,1.172,1.07,0.54135
453,2011-10-16,1.172,1.082,0.5425
454,2011-10-23,1.217,1.123,0.54364
455,2011-10-30,1.187,1.095,0.54229
456,2011-11-07,1.187,1.105,0.54094
457,2011-11-14,1.187,1.063,0.54208
458,2011-11-21,1.131,1.013,0.54074
459,2011-11-28,1.131,1.088,0.53941
460,2011-12-05,1.131,1.097,0.53808
461,2011-12-12,1.131,1.066,0.53676
462,2011-12-19,1.173,1.106,0.5379
463,2011-12-26,1.166,1.099,0.53659
464,2012-01-02,1.185,1.117,0.53771
465,2012-01-09,1.195,1.127,0.53641
466,2012-01-16,1.195,1.15,0.53511
467,2012-01-23,1.196,1.151,0.53382
468,2012-01-30,1.222,1.175,0.53494
469,2012-02-06,1.22,1.174,0.53365
470,2012-02-13,1.237,1.19,0.53477
471,2012-02-20,1.237,1.194,0.53349
472,2012-02-27,1.237,1.197,0.53222
473,2012-03-05,1.238,1.198,0.53333
474,2012-03-11,1.268,1.227,0.53444
475,2012-03-18,1.268,1.221,0.53555
476,2012-03-25,1.268,1.231,0.53664
477,2012-04-01,1.268,1.222,0.53774
478,2012-04-08,1.268,1.198,0.53882
479,2012-04-15,1.268,1.205,0.53756
480,2012-04-22,1.268,1.227,0.5363
481,2012-04-29,1.268,1.197,0.53738
482,2012-05-06,1.254,1.183,0.53613
483,2012-05-13,1.254,1.132,0.53721
484,2012-05-20,1.254,1.152,0.53596
485,2012-05-27,1.254,1.117,0.53704
486,2012-06-03,1.3,1.159,0.53811
487,2012-06-10,1.3,1.174,0.53687
488,2012-06-17,1.293,1.167,0.53793
489,2012-06-24,1.319,1.191,0.53899
490,2012-07-01,1.312,1.184,0.53776
491,2012-07-08,1.314,1.186,0.53881
492,2012-07-15,1.314,1.191,0.53759
493,2012-07-22,1.314,1.211,0.53864
494,2012-07-29,1.314,1.216,0.53741
495,2012-08-05,1.314,1.229,0.5362
496,2012-08-12,1.314,1.24,0.53499
497,2012-08-19,1.314,1.233,0.53604
498,2012-08-26,1.314,1.229,0.53708
499,2012-09-02,1.343,1.257,0.53812
500,2012-09-09,1.343,1.281,0.53915
501,2012-09-16,1.343,1.276,0.53795
502,2012-09-23,1.343,1.259,0.53898
503,2012-09-30,1.362,1.277,0.54
504,2012-10-07,1.362,1.249,0.54102
505,2012-10-14,1.367,1.253,0.53982
506,2012-10-21,1.367,1.234,0.54084
507,2012-10-28,1.369,1.236,0.54185
508,2012-11-05,1.335,1.206,0.54066
509,2012-11-12,1.316,1.189,0.54167
510,2012-11-19,1.316,1.232,0.54048
511,2012-11-26,1.316,1.238,0.54148
512,2012-12-03,1.318,1.239,0.54031
513,2012-12-10,1.318,1.236,0.5413
514,2012-12-17,1.333,1.25,0.54013
515,2012-12-24,1.333,1.226,0.54113
516,2012-12-31,1.394,1.282,0.54212
517,2013-01-07,1.394,1.287,0.54095
518,2013-01-14,1.394,1.299,0.53978
519,2013-01-21,1.394,1.314,0.54077
520,2013-01-28,1.394,1.323,0.54176
521,2013-02-04,1.394,1.327,0.54274
522,2013-02-11,1.394,1.328,0.54158
523,2013-02-18,1.394,1.325,0.54255
524,2013-02-25,1.397,1.327,0.5414
525,2013-03-04,1.427,1.356,0.54237
526,2013-03-10,1.427,1.364,0.54123
527,2013-03-17,1.427,1.361,0.54219
528,2013-03-24,1.438,1.372,0.54316
529,2013-03-31,1.438,1.358,0.54412
530,2013-04-07,1.471,1.389,0.54507
531,2013-04-14,1.471,1.359,0.54603
532,2013-04-21,1.497,1.383,0.54697
533,2013-04-28,1.497,1.411,0.54583
534,2013-05-05,1.497,1.428,0.5447
535,2013-05-12,1.497,1.457,0.54357
536,2013-05-19,1.497,1.442,0.54451
537,2013-05-26,1.48,1.425,0.54339
538,2013-06-02,1.491,1.436,0.54433
539,2013-06-09,1.476,1.422,0.54321
540,2013-06-16,1.445,1.392,0.54209
541,2013-06-23,1.457,1.404,0.54303
542,2013-06-30,1.481,1.426,0.54397
543,2013-07-07,1.481,1.469,0.54286
544,2013-07-14,1.481,1.479,0.54175
545,2013-07-21,1.481,1.479,0.54268
546,2013-07-28,1.481,1.494,0.54158
547,2013-08-04,1.481,1.478,0.54251
548,2013-08-11,1.481,1.447,0.54343
549,2013-08-18,1.487,1.454,0.54435
550,2013-08-25,1.487,1.427,0.54527
551,2013-09-01,1.508,1.447,0.54618
552,2013-09-08,1.508,1.475,0.54509
553,2013-09-15,1.508,1.495,0.544
554,2013-09-22,1.508,1.479,0.54491
555,2013-09-29,1.507,1.478,0.54382
556,2013-10-06,1.518,1.489,0.54473
557,2013-10-13,1.555,1.525,0.54563
558,2013-10-20,1.555,1.538,0.54653
559,2013-10-27,1.555,1.54,0.54743
560,2013-11-04,1.555,1.548,0.54635
561,2013-11-11,1.555,1.572,0.54528
562,2013-11-18,1.555,1.577,0.54617
563,2013-11-25,1.555,1.578,0.54706
564,2013-12-02,1.555,1.578,0.54795
565,2013-12-09,1.555,1.552,0.54883
566,2013-12-16,1.592,1.589,0.54971
567,2013-12-23,1.592,1.609,0.54864
568,2013-12-30,1.592,1.601,0.54951
569,2014-01-06,1.602,1.61,0.55039
570,2014-01-13,1.602,1.607,0.55126
571,2014-01-20,1.602,1.565,0.55212
572,2014-01-27,1.595,1.558,0.55106
573,2014-02-03,1.608,1.571,0.55192
574,2014-02-10,1.645,1.607,0.55278
575,2014-02-17,1.643,1.605,0.55172
576,2014-02-24,1.643,1.625,0.55067
577,2014-03-03,1.643,1.641,0.55153
578,2014-03-09,1.643,1.609,0.55238
579,2014-03-16,1.666,1.631,0.55323
580,2014-03-23,1.658,1.624,0.55408
581,2014-03-30,1.664,1.63,0.55492
582,2014-04-06,1.62,1.587,0.55388
583,2014-04-13,1.664,1.63,0.55472
584,2014-04-20,1.664,1.629,0.55556
585,2014-04-27,1.664,1.644,0.55451
586,2014-05-04,1.664,1.642,0.55535
587,2014-05-11,1.664,1.641,0.55431
588,2014-05-18,1.664,1.661,0.55327
589,2014-05-25,1.664,1.681,0.5541
590,2014-06-01,1.664,1.704,0.55307
591,2014-06-08,1.664,1.692,0.5539
592,2014-06-15,1.664,1.716,0.55288
593,2014-06-22,1.664,1.714,0.5537
594,2014-06-29,1.664,1.735,0.55268
595,2014-07-06,1.664,1.72,0.55351
596,2014-07-13,1.673,1.729,0.55433
597,2014-07-20,1.673,1.729,0.55515
598,2014-07-27,1.628,1.683,0.55413
599,2014-08-03,1.634,1.688,0.55495
600,2014-08-10,1.654,1.709,0.55576
601,2014-08-17,1.654,1.738,0.55474
602,2014-08-24,1.654,1.751,0.55556
603,2014-08-31,1.654,1.755,0.55455
604,2014-09-07,1.654,1.735,0.55535
605,2014-09-14,1.674,1.757,0.55616
606,2014-09-21,1.674,1.733,0.55696
607,2014-09-28,1.662,1.72,0.55776
608,2014-10-05,1.609,1.666,0.55676
609,2014-10-12,1.593,1.649,0.55576
610,2014-10-19,1.659,1.717,0.55655
611,2014-10-26,1.704,1.764,0.55735
612,2014-11-03,1.716,1.776,0.55814
613,2014-11-10,1.722,1.783,0.55714
614,2014-11-17,1.722,1.804,0.55615
615,2014-11-24,1.722,1.807,0.55694
616,2014-12-01,1.722,1.814,0.55595
617,2014-12-08,1.722,1.75,0.55674
618,2014-12-15,1.781,1.81,0.55752
619,2014-12-22,1.797,1.826,0.5583
620,2014-12-29,1.77,1.799,0.55732
621,2015-01-05,1.759,1.787,0.5581
622,2015-01-12,1.737,1.765,0.55712
623,2015-01-19,1.765,1.793,0.55789
624,2015-01-26,1.765,1.744,0.55867
625,2015-02-02,1.818,1.797,0.55944
626,2015-02-09,1.818,1.833,0.55846
627,2015-02-16,1.818,1.844,0.55749
628,2015-02-23,1.813,1.839,0.55826
629,2015-03-02,1.785,1.81,0.55729
630,2015-03-08,1.769,1.795,0.55633
631,2015-03-15,1.769,1.843,0.55536
632,2015-03-22,1.769,1.801,0.55613
633,2015-03-29,1.775,1.807,0.5569
634,2015-04-05,1.775,1.837,0.55594
635,2015-04-12,1.775,1.819,0.5567
636,2015-04-19,1.775,1.851,0.55575
637,2015-04-26,1.775,1.843,0.55651
638,2015-05-03,1.775,1.85,0.55726
639,2015-05-10,1.775,1.855,0.55631
640,2015-05-17,1.775,1.858,0.55537
641,2015-05-24,1.775,1.842,0.55612
642,2015-05-31,1.775,1.829,0.55688
643,2015-06-07,1.775,1.83,0.55593
644,2015-06-14,1.775,1.844,0.55668
645,2015-06-21,1.775,1.837,0.55743
646,2015-06-28,1.775,1.815,0.55818
647,2015-07-05,1.774,1.815,0.55724
648,2015-07-12,1.817,1.859,0.55798
649,2015-07-19,1.817,1.818,0.55872
650,2015-07-26,1.838,1.839,0.55946
651,2015-08-02,1.838,1.816,0.5602
652,2015-08-09,1.838,1.828,0.55927
653,2015-08-16,1.838,1.723,0.56
654,2015-08-23,1.855,1.738,0.56073
655,2015-08-30,1.792,1.679,0.5598
656,2015-09-06,1.829,1.714,0.56053
657,2015-09-13,1.826,1.711,0.56126
658,2015-09-20,1.801,1.688,0.56033
659,2015-09-27,1.82,1.706,0.56106
660,2015-10-04,1.879,1.761,0.56178
661,2015-10-11,1.879,1.777,0.56086
662,2015-10-18,1.879,1.814,0.55993
663,2015-10-25,1.879,1.817,0.56066
664,2015-11-02,1.879,1.835,0.55974
665,2015-11-09,1.879,1.768,0.56046
666,2015-11-16,1.941,1.826,0.56117
667,2015-11-23,1.941,1.827,0.56026
668,2015-11-30,1.942,1.828,0.56098
669,2015-12-07,1.869,1.759,0.56006
670,2015-12-14,1.862,1.753,0.56078
671,2015-12-21,1.862,1.801,0.55987
672,2015-12-28,1.862,1.786,0.56058
673,2016-01-04,1.751,1.68,0.55968
674,2016-01-11,1.713,1.643,0.55878
675,2016-01-18,1.737,1.667,0.55949
676,2016-01-25,1.768,1.696,0.56019
677,2016-02-01,1.768,1.643,0.5609
678,2016-02-08,1.768,1.63,0.5616
679,2016-02-15,1.818,1.676,0.5623
680,2016-02-22,1.847,1.703,0.563
681,2016-02-29,1.847,1.748,0.5621
682,2016-03-07,1.847,1.767,0.56121
683,2016-03-13,1.847,1.791,0.56032
684,2016-03-20,1.847,1.779,0.56101
685,2016-03-27,1.847,1.812,0.56013
686,2016-04-03,1.847,1.79,0.56082
687,2016-04-10,1.847,1.819,0.55994
688,2016-04-17,1.847,1.828,0.55906
