Week,Date,LSTM,Passive,Correct
137,2005-09-25,1.139,1.074,0.4881
138,2005-10-02,1.139,1.045,0.49412
139,2005-10-09,1.13,1.037,0.48837
140,2005-10-16,1.123,1.031,0.48276
141,2005-10-23,1.141,1.047,0.48864
142,2005-10-31,1.141,1.066,0.48315
143,2005-11-07,1.155,1.079,0.48889
144,2005-11-14,1.155,1.091,0.48352
145,2005-11-21,1.155,1.109,0.47826
146,2005-11-28,1.155,1.106,0.48387
147,2005-12-05,1.155,1.101,0.48936
148,2005-12-12,1.155,1.108,0.48421
149,2005-12-19,1.155,1.109,0.47917
150,2005-12-26,1.155,1.091,0.48454
151,2006-01-02,1.189,1.124,0.4898
152,2006-01-09,1.189,1.125,0.49495
153,2006-01-16,1.189,1.103,0.5
154,2006-01-23,1.21,1.122,0.50495
155,2006-01-30,1.21,1.105,0.5098
156,2006-02-06,1.213,1.107,0.51456
157,2006-02-13,1.232,1.125,0.51923
158,2006-02-20,1.232,1.127,0.51429
159,2006-02-27,1.232,1.125,0.51887
160,2006-03-06,1.232,1.12,0.51402
161,2006-03-13,1.232,1.143,0.51852
162,2006-03-20,1.232,1.139,0.51376
163,2006-03-27,1.232,1.132,0.51818
164,2006-04-02,1.232,1.132,0.52252
165,2006-04-09,1.226,1.127,0.51786
166,2006-04-16,1.226,1.146,0.51327
167,2006-04-23,1.226,1.146,0.50877
168,2006-04-30,1.226,1.159,0.51304
169,2006-05-07,1.226,1.129,0.51724
170,2006-05-14,1.203,1.107,0.51282
171,2006-05-21,1.216,1.119,0.51695
172,2006-05-28,1.223,1.126,0.51261
173,2006-06-04,1.189,1.095,0.50833
174,2006-06-11,1.189,1.094,0.5124
175,2006-06-18,1.182,1.088,0.51639
176,2006-06-25,1.206,1.11,0.52033
177,2006-07-02,1.202,1.106,0.51613
178,2006-07-09,1.174,1.08,0.512
179,2006-07-16,1.178,1.084,0.51587
180,2006-07-23,1.214,1.118,0.51969
181,2006-07-30,1.215,1.118,0.51562
182,2006-08-06,1.215,1.107,0.51163
183,2006-08-13,1.215,1.138,0.50769
184,2006-08-20,1.215,1.132,0.51145
185,2006-08-27,1.215,1.146,0.50758
186,2006-09-03,1.215,1.135,0.51128
187,2006-09-10,1.234,1.153,0.51493
188,2006-09-17,1.234,1.149,0.51852
189,2006-09-24,1.234,1.168,0.51471
190,2006-10-01,1.234,1.18,0.51095
191,2006-10-08,1.234,1.194,0.50725
192,2006-10-15,1.234,1.196,0.5036
193,2006-10-22,1.234,1.204,0.50714
194,2006-10-30,1.234,1.192,0.51064
195,2006-11-06,1.234,1.207,0.50704
196,2006-11-13,1.234,1.225,0.5035
197,2006-11-20,1.234,1.224,0.50694
198,2006-11-27,1.234,1.221,0.51034
199,2006-12-04,1.246,1.232,0.50685
200,2006-12-11,1.261,1.247,0.5102
201,2006-12-18,1.261,1.233,0.51351
202,2006-12-25,1.261,1.24,0.51678
203,2007-01-01,1.254,1.232,0.51333
204,2007-01-08,1.272,1.251,0.51656
205,2007-01-15,1.272,1.25,0.51974
206,2007-01-22,1.272,1.243,0.52288
207,2007-01-29,1.272,1.266,0.51948
208,2007-02-05,1.272,1.257,0.52258
209,2007-02-12,1.288,1.272,0.52564
210,2007-02-19,1.288,1.268,0.52866
211,2007-02-26,1.288,1.212,0.53165
212,2007-03-05,1.302,1.226,0.53459
213,2007-03-11,1.288,1.212,0.53125
214,2007-03-18,1.333,1.255,0.53416
215,2007-03-25,1.333,1.242,0.53704
216,2007-04-01,1.355,1.262,0.53988
217,2007-04-08,1.355,1.27,0.53659
218,2007-04-15,1.355,1.297,0.53333
219,2007-04-22,1.355,1.306,0.53614
220,2007-04-29,1.355,1.316,0.53892
221,2007-05-06,1.355,1.316,0.53571
222,2007-05-13,1.37,1.331,0.53846
223,2007-05-20,1.364,1.325,0.53529
224,2007-05-27,1.382,1.343,0.53801
225,2007-06-03,1.382,1.318,0.5407
226,2007-06-10,1.406,1.34,0.54335
227,2007-06-17,1.378,1.313,0.54023
228,2007-06-24,1.378,1.314,0.53714
229,2007-07-01,1.403,1.338,0.53977
230,2007-07-08,1.423,1.357,0.53672
231,2007-07-15,1.407,1.341,0.53371
232,2007-07-22,1.338,1.275,0.53073
233,2007-07-29,1.314,1.253,0.52778
234,2007-08-05,1.314,1.271,0.53039
235,2007-08-12,1.314,1.264,0.53297
236,2007-08-19,1.314,1.293,0.53005
237,2007-08-26,1.309,1.288,0.52717
238,2007-09-02,1.291,1.27,0.52432
239,2007-09-09,1.318,1.297,0.52688
240,2007-09-16,1.318,1.334,0.52406
241,2007-09-23,1.318,1.334,0.52128
242,2007-09-30,1.318,1.361,0.51852
243,2007-10-07,1.318,1.365,0.52105
244,2007-10-14,1.267,1.312,0.51832
245,2007-10-21,1.296,1.342,0.52083
246,2007-10-28,1.296,1.319,0.52332
247,2007-11-05,1.248,1.271,0.52062
248,2007-11-12,1.252,1.275,0.52308
249,2007-11-19,1.252,1.259,0.52551
250,2007-11-26,1.287,1.295,0.52792
251,2007-12-03,1.308,1.315,0.5303
252,2007-12-10,1.308,1.283,0.53266
253,2007-12-17,1.323,1.297,0.535
254,2007-12-24,1.323,1.292,0.53731
255,2007-12-31,1.323,1.234,0.5396
256,2008-01-07,1.313,1.225,0.54187
257,2008-01-14,1.242,1.158,0.53922
258,2008-01-21,1.247,1.163,0.53659
259,2008-01-28,1.307,1.22,0.53883
260,2008-02-04,1.247,1.164,0.53623
261,2008-02-11,1.265,1.18,0.53846
262,2008-02-18,1.268,1.183,0.54067
263,2008-02-25,1.247,1.163,0.5381
264,2008-03-03,1.212,1.13,0.53555
265,2008-03-09,1.207,1.126,0.53302
266,2008-03-16,1.246,1.162,0.53521
267,2008-03-23,1.232,1.15,0.53738
268,2008-03-30,1.284,1.198,0.53953
269,2008-04-06,1.249,1.165,0.53704
270,2008-04-13,1.303,1.215,0.53917
271,2008-04-20,1.303,1.222,0.5367
272,2008-04-27,1.303,1.236,0.53425
273,2008-05-04,1.303,1.213,0.53636
274,2008-05-11,1.303,1.246,0.53394
275,2008-05-18,1.303,1.203,0.53604
276,2008-05-25,1.303,1.224,0.53363
277,2008-06-01,1.303,1.189,0.53571
278,2008-06-08,1.303,1.189,0.53333
279,2008-06-15,1.303,1.152,0.5354
280,2008-06-22,1.303,1.117,0.53744
281,2008-06-29,1.287,1.104,0.53509
282,2008-07-06,1.263,1.083,0.53275
283,2008-07-13,1.285,1.102,0.53478
284,2008-07-20,1.285,1.099,0.53247
285,2008-07-27,1.287,1.102,0.53448
286,2008-08-03,1.324,1.133,0.53648
287,2008-08-10,1.324,1.135,0.53419
288,2008-08-17,1.324,1.129,0.53191
289,2008-08-24,1.324,1.121,0.5339
290,2008-08-31,1.324,1.086,0.53586
291,2008-09-07,1.324,1.094,0.53782
292,2008-09-14,1.327,1.097,0.53556
293,2008-09-21,1.283,1.06,0.53333
294,2008-09-28,1.163,0.961,0.53112
295,2008-10-05,1.163,0.786,0.53306
296,2008-10-12,1.163,0.822,0.53498
297,2008-10-19,1.163,0.766,0.53689
298,2008-10-26,1.163,0.847,0.53469
299,2008-11-03,1.117,0.814,0.53659
300,2008-11-10,1.048,0.763,0.53441
301,2008-11-17,0.96,0.699,0.53226
302,2008-11-24,1.076,0.783,0.53414
303,2008-12-01,1.051,0.766,0.532
304,2008-12-08,1.051,0.769,0.52988
305,2008-12-15,1.051,0.776,0.52778
306,2008-12-22,1.034,0.763,0.52964
307,2008-12-29,1.103,0.814,0.5315
308,2009-01-05,1.054,0.778,0.52941
309,2009-01-12,1.007,0.743,0.52734
310,2009-01-19,1.007,0.727,0.52918
311,2009-01-26,1.007,0.722,0.52713
312,2009-02-02,1.059,0.759,0.52896
313,2009-02-09,1.008,0.723,0.53077
314,2009-02-16,0.939,0.673,0.52874
315,2009-02-23,0.939,0.642,0.52672
316,2009-03-02,0.873,0.597,0.52471
317,2009-03-08,0.966,0.661,0.52652
318,2009-03-15,0.966,0.672,0.5283
319,2009-03-22,1.026,0.713,0.53008
320,2009-03-29,1.026,0.736,0.52809
321,2009-04-05,1.026,0.749,0.52612
322,2009-04-12,1.026,0.76,0.52416
323,2009-04-19,1.022,0.757,0.52222
324,2009-04-26,1.022,0.767,0.5203
325,2009-05-03,1.022,0.812,0.51838
326,2009-05-10,1.022,0.772,0.52015
327,2009-05-17,1.026,0.775,0.5219
328,2009-05-24,1.026,0.803,0.52
329,2009-05-31,1.05,0.822,0.51812
330,2009-06-07,1.057,0.827,0.51986
331,2009-06-14,1.029,0.805,0.52158
332,2009-06-21,1.029,0.803,0.51971
333,2009-06-28,1.029,0.784,0.52143
334,2009-07-05,1.009,0.768,0.51957
335,2009-07-12,1.009,0.822,0.51773
336,2009-07-19,1.009,0.856,0.5159
337,2009-07-26,1.017,0.863,0.51408
338,2009-08-02,1.041,0.883,0.51579
339,2009-08-09,1.041,0.878,0.51399
340,2009-08-16,1.041,0.897,0.51568
341,2009-08-23,1.044,0.899,0.51736
342,2009-08-30,1.044,0.888,0.51903
343,2009-09-06,1.044,0.911,0.51724
344,2009-09-13,1.07,0.934,0.5189
345,2009-09-20,1.046,0.913,0.51712
346,2009-09-27,1.026,0.896,0.51536
347,2009-10-04,1.073,0.937,0.51701
348,2009-10-11,1.073,0.951,0.51525
349,2009-10-18,1.073,0.944,0.51689
350,2009-10-25,1.073,0.906,0.51852
351,2009-11-02,1.107,0.935,0.52013
352,2009-11-09,1.132,0.956,0.52174
353,2009-11-16,1.132,0.954,0.52
354,2009-11-23,1.132,0.954,0.52159
355,2009-11-30,1.147,0.967,0.52318
356,2009-12-07,1.147,0.967,0.52475
357,2009-12-14,1.147,0.964,0.52632
358,2009-12-21,1.147,0.985,0.52459
359,2009-12-28,1.147,0.975,0.52614
360,2010-01-04,1.147,1.001,0.52443
361,2010-01-11,1.147,0.993,0.52273
362,2010-01-18,1.147,0.954,0.52427
363,2010-01-25,1.128,0.939,0.52581
364,2010-02-01,1.12,0.932,0.52412
365,2010-02-08,1.13,0.94,0.52564
366,2010-02-15,1.13,0.969,0.52396
367,2010-02-22,1.13,0.965,0.52229
368,2010-03-01,1.13,0.995,0.52063
369,2010-03-08,1.13,1.005,0.52215
370,2010-03-14,1.13,1.014,0.5205
371,2010-03-21,1.13,1.02,0.52201
372,2010-03-28,1.13,1.03,0.52038
373,2010-04-04,1.13,1.044,0.51875
374,2010-04-11,1.13,1.042,0.52025
375,2010-04-18,1.13,1.064,0.51863
376,2010-04-25,1.13,1.037,0.52012
377,2010-05-02,1.058,0.971,0.51852
378,2010-05-09,1.081,0.993,0.52
379,2010-05-16,1.036,0.951,0.5184
380,2010-05-23,1.037,0.952,0.51988
381,2010-05-30,1.014,0.931,0.51829
382,2010-06-06,1.039,0.954,0.51976
383,2010-06-13,1.039,0.977,0.51818
384,2010-06-20,1.002,0.941,0.51662
385,2010-06-27,0.951,0.894,0.51506
386,2010-07-04,1.003,0.942,0.51652
387,2010-07-11,0.99,0.931,0.51497
388,2010-07-18,1.026,0.964,0.51642
389,2010-07-25,1.025,0.963,0.51488
390,2010-08-01,1.043,0.98,0.51632
391,2010-08-08,1.043,0.943,0.51775
392,2010-08-15,1.036,0.937,0.51917
393,2010-08-22,1.029,0.93,0.52059
394,2010-08-29,1.068,0.965,0.52199
395,2010-09-05,1.068,0.97,0.52339
396,2010-09-12,1.083,0.984,0.52187
397,2010-09-19,1.105,1.004,0.52326
398,2010-09-26,1.103,1.002,0.52174
399,2010-10-03,1.121,1.018,0.52312
400,2010-10-10,1.132,1.028,0.5245
401,2010-10-17,1.132,1.034,0.52299
402,2010-10-24,1.132,1.034,0.52436
403,2010-10-31,1.132,1.071,0.52286
404,2010-11-08,1.132,1.048,0.52422
405,2010-11-15,1.132,1.049,0.52273
406,2010-11-22,1.132,1.04,0.52408
407,2010-11-29,1.132,1.07,0.5226
408,2010-12-06,1.132,1.084,0.52113
409,2010-12-13,1.132,1.087,0.51966
410,2010-12-20,1.132,1.098,0.52101
411,2010-12-27,1.132,1.099,0.52235
412,2011-01-03,1.132,1.111,0.52089
413,2011-01-10,1.132,1.13,0.51944
414,2011-01-17,1.132,1.122,0.52078
415,2011-01-24,1.132,1.116,0.5221
416,2011-01-31,1.132,1.146,0.52066
417,2011-02-07,1.132,1.162,0.51923
418,2011-02-14,1.132,1.174,0.52055
419,2011-02-21,1.132,1.154,0.52186
420,2011-02-28,1.132,1.155,0.52044
421,2011-03-07,1.132,1.14,0.52174
422,2011-03-13,1.132,1.118,0.52304
423,2011-03-20,1.162,1.148,0.52432
424,2011-03-27,1.162,1.165,0.52291
425,2011-04-03,1.162,1.161,0.52419
426,2011-04-10,1.162,1.153,0.52279
427,2011-04-17,1.162,1.169,0.52139
428,2011-04-24,1.162,1.192,0.52267
429,2011-05-01,1.162,1.171,0.52394
430,2011-05-08,1.16,1.169,0.5252
431,2011-05-15,1.156,1.165,0.52381
432,2011-05-22,1.155,1.163,0.52507
433,2011-05-29,1.155,1.136,0.52632
434,2011-06-05,1.129,1.111,0.52493
435,2011-06-12,1.129,1.111,0.52356
436,2011-06-19,1.126,1.109,0.5248
437,2011-06-26,1.19,1.171,0.52604
438,2011-07-03,1.19,1.175,0.52727
439,2011-07-10,1.19,1.15,0.5285
440,2011-07-17,1.216,1.176,0.52972
441,2011-07-24,1.168,1.13,0.52835
442,2011-07-31,1.084,1.048,0.52699
443,2011-08-07,1.065,1.03,0.52564
444,2011-08-14,1.016,0.982,0.5243
445,2011-08-21,1.064,1.029,0.52551
446,2011-08-28,1.061,1.026,0.52672
447,2011-09-04,1.043,1.009,0.52538
448,2011-09-11,1.043,1.063,0.52405
449,2011-09-18,1.043,0.993,0.52525
450,2011-09-25,1.039,0.989,0.52393
451,2011-10-02,1.061,1.01,0.52513
452,2011-10-09,1.061,1.07,0.52381
453,2011-10-16,1.061,1.082,0.525
454,2011-10-23,1.101,1.123,0.52618
455,2011-10-30,1.074,1.095,0.52488
456,2011-11-07,1.083,1.105,0.52605
457,2011-11-14,1.041,1.063,0.52475
458,2011-11-21,1.041,1.013,0.52593
459,2011-11-28,1.118,1.088,0.52709
460,2011-12-05,1.118,1.097,0.5258
461,2011-12-12,1.118,1.066,0.52451
462,2011-12-19,1.16,1.106,0.52567
463,2011-12-26,1.16,1.099,0.52683
464,2012-01-02,1.179,1.117,0.52798
465,2012-01-09,1.179,1.127,0.52913
466,2012-01-16,1.179,1.15,0.52785
467,2012-01-23,1.18,1.151,0.52657
468,2012-01-30,1.205,1.175,0.52771
469,2012-02-06,1.203,1.174,0.52644
470,2012-02-13,1.203,1.19,0.52518
471,2012-02-20,1.203,1.194,0.52392
472,2012-02-27,1.203,1.197,0.52267
473,2012-03-05,1.204,1.198,0.52381
474,2012-03-11,1.204,1.227,0.52257
475,2012-03-18,1.204,1.221,0.5237
476,2012-03-25,1.204,1.231,0.52482
477,2012-04-01,1.204,1.222,0.52594
478,2012-04-08,1.204,1.198,0.52706
479,2012-04-15,1.204,1.205,0.52582
480,2012-04-22,1.204,1.227,0.52459
481,2012-04-29,1.204,1.197,0.5257
482,2012-05-06,1.204,1.183,0.52681
483,2012-05-13,1.204,1.132,0.52791
484,2012-05-20,1.204,1.152,0.52668
485,2012-05-27,1.204,1.117,0.52778
486,2012-06-03,1.204,1.159,0.52656
487,2012-06-10,1.204,1.174,0.52535
488,2012-06-17,1.197,1.167,0.52644
489,2012-06-24,1.222,1.191,0.52752
490,2012-07-01,1.215,1.184,0.52632
491,2012-07-08,1.217,1.186,0.5274
492,2012-07-15,1.217,1.191,0.5262
493,2012-07-22,1.217,1.211,0.52727
494,2012-07-29,1.221,1.216,0.52834
495,2012-08-05,1.221,1.229,0.52715
496,2012-08-12,1.221,1.24,0.52596
497,2012-08-19,1.221,1.233,0.52703
498,2012-08-26,1.217,1.229,0.52584
499,2012-09-02,1.244,1.257,0.52691
500,2012-09-09,1.244,1.281,0.52796
501,2012-09-16,1.244,1.276,0.52679
502,2012-09-23,1.244,1.259,0.52784
503,2012-09-30,1.262,1.277,0.52889
504,2012-10-07,1.262,1.249,0.52993
505,2012-10-14,1.266,1.253,0.52876
506,2012-10-21,1.266,1.234,0.5298
507,2012-10-28,1.268,1.236,0.53084
508,2012-11-05,1.268,1.206,0.53187
509,2012-11-12,1.25,1.189,0.53289
510,2012-11-19,1.25,1.232,0.53173
511,2012-11-26,1.25,1.238,0.53275
512,2012-12-03,1.251,1.239,0.53159
513,2012-12-10,1.251,1.236,0.53261
514,2012-12-17,1.266,1.25,0.53145
515,2012-12-24,1.241,1.226,0.5303
516,2012-12-31,1.298,1.282,0.53132
517,2013-01-07,1.298,1.287,0.53017
518,2013-01-14,1.298,1.299,0.52903
519,2013-01-21,1.298,1.314,0.53004
520,2013-01-28,1.298,1.323,0.53105
521,2013-02-04,1.298,1.327,0.53205
522,2013-02-11,1.298,1.328,0.53092
523,2013-02-18,1.298,1.325,0.53191
524,2013-02-25,1.3,1.327,0.53079
525,2013-03-04,1.329,1.356,0.53178
526,2013-03-10,1.329,1.364,0.53066
527,2013-03-17,1.329,1.361,0.53165
528,2013-03-24,1.339,1.372,0.53263
529,2013-03-31,1.339,1.358,0.53361
530,2013-04-07,1.37,1.389,0.53459
531,2013-04-14,1.37,1.359,0.53556
532,2013-04-21,1.394,1.383,0.53653
533,2013-04-28,1.394,1.411,0.53542
534,2013-05-05,1.394,1.428,0.5343
535,2013-05-12,1.394,1.457,0.5332
536,2013-05-19,1.394,1.442,0.53416
537,2013-05-26,1.378,1.425,0.53306
538,2013-06-02,1.388,1.436,0.53402
539,2013-06-09,1.374,1.422,0.53292
540,2013-06-16,1.345,1.392,0.53183
541,2013-06-23,1.357,1.404,0.53279
542,2013-06-30,1.379,1.426,0.53374
543,2013-07-07,1.419,1.469,0.53469
544,2013-07-14,1.419,1.479,0.5336
545,2013-07-21,1.419,1.479,0.53455
546,2013-07-28,1.419,1.494,0.53347
547,2013-08-04,1.419,1.478,0.53441
548,2013-08-11,1.419,1.447,0.53535
549,2013-08-18,1.426,1.454,0.53629
550,2013-08-25,1.426,1.427,0.53722
551,2013-09-01,1.445,1.447,0.53815
552,2013-09-08,1.445,1.475,0.53707
553,2013-09-15,1.445,1.495,0.536
554,2013-09-22,1.445,1.479,0.53693
555,2013-09-29,1.444,1.478,0.53586
556,2013-10-06,1.455,1.489,0.53678
557,2013-10-13,1.49,1.525,0.5377
558,2013-10-20,1.49,1.538,0.53861
559,2013-10-27,1.49,1.54,0.53953
560,2013-11-04,1.49,1.548,0.53846
561,2013-11-11,1.49,1.572,0.5374
562,2013-11-18,1.49,1.577,0.53831
563,2013-11-25,1.49,1.578,0.53922
564,2013-12-02,1.49,1.578,0.54012
565,2013-12-09,1.466,1.552,0.53906
566,2013-12-16,1.501,1.589,0.53996
567,2013-12-23,1.501,1.609,0.53891
568,2013-12-30,1.501,1.601,0.53981
569,2014-01-06,1.501,1.61,0.53876
570,2014-01-13,1.501,1.607,0.53965
571,2014-01-20,1.501,1.565,0.54054
572,2014-01-27,1.495,1.558,0.5395
573,2014-02-03,1.507,1.571,0.54038
574,2014-02-10,1.542,1.607,0.54127
575,2014-02-17,1.54,1.605,0.54023
576,2014-02-24,1.559,1.625,0.54111
577,2014-03-03,1.559,1.641,0.54198
578,2014-03-09,1.559,1.609,0.54286
579,2014-03-16,1.581,1.631,0.54373
580,2014-03-23,1.573,1.624,0.54459
581,2014-03-30,1.58,1.63,0.54545
582,2014-04-06,1.58,1.587,0.54631
583,2014-04-13,1.622,1.63,0.54717
584,2014-04-20,1.622,1.629,0.54802
585,2014-04-27,1.638,1.644,0.54887
586,2014-05-04,1.638,1.642,0.54972
587,2014-05-11,1.638,1.641,0.54869
588,2014-05-18,1.638,1.661,0.54766
589,2014-05-25,1.638,1.681,0.54851
590,2014-06-01,1.638,1.704,0.54749
591,2014-06-08,1.638,1.692,0.54833
592,2014-06-15,1.661,1.716,0.54917
593,2014-06-22,1.661,1.714,0.55
594,2014-06-29,1.661,1.735,0.54898
595,2014-07-06,1.661,1.72,0.54982
596,2014-07-13,1.669,1.729,0.55064
597,2014-07-20,1.67,1.729,0.54963
598,2014-07-27,1.625,1.683,0.54862
599,2014-08-03,1.63,1.688,0.54945
600,2014-08-10,1.65,1.709,0.55027
601,2014-08-17,1.678,1.738,0.55109
602,2014-08-24,1.678,1.751,0.55191
603,2014-08-31,1.678,1.755,0.55091
604,2014-09-07,1.678,1.735,0.55172
605,2014-09-14,1.699,1.757,0.55254
606,2014-09-21,1.699,1.733,0.55335
607,2014-09-28,1.686,1.72,0.55415
608,2014-10-05,1.633,1.666,0.55315
609,2014-10-12,1.617,1.649,0.55216
610,2014-10-19,1.683,1.717,0.55296
611,2014-10-26,1.729,1.764,0.55376
612,2014-11-03,1.741,1.776,0.55456
613,2014-11-10,1.748,1.783,0.55357
614,2014-11-17,1.748,1.804,0.55258
615,2014-11-24,1.748,1.807,0.55338
616,2014-12-01,1.748,1.814,0.5524
617,2014-12-08,1.748,1.75,0.55319
618,2014-12-15,1.808,1.81,0.55398
619,2014-12-22,1.823,1.826,0.55477
620,2014-12-29,1.797,1.799,0.55379
621,2015-01-05,1.785,1.787,0.55458
622,2015-01-12,1.763,1.765,0.5536
623,2015-01-19,1.791,1.793,0.55439
624,2015-01-26,1.791,1.744,0.55517
625,2015-02-02,1.845,1.797,0.55594
626,2015-02-09,1.845,1.833,0.55497
627,2015-02-16,1.845,1.844,0.55401
628,2015-02-23,1.84,1.839,0.55478
629,2015-03-02,1.84,1.81,0.55556
630,2015-03-08,1.824,1.795,0.55459
631,2015-03-15,1.824,1.843,0.55363
632,2015-03-22,1.824,1.801,0.5544
633,2015-03-29,1.83,1.807,0.55517
634,2015-04-05,1.83,1.837,0.55422
635,2015-04-12,1.83,1.819,0.55498
636,2015-04-19,1.83,1.851,0.55403
637,2015-04-26,1.83,1.843,0.55479
638,2015-05-03,1.83,1.85,0.55556
639,2015-05-10,1.83,1.855,0.55461
640,2015-05-17,1.83,1.858,0.55366
641,2015-05-24,1.83,1.842,0.55442
642,2015-05-31,1.83,1.829,0.55518
643,2015-06-07,1.83,1.83,0.55424
644,2015-06-14,1.83,1.844,0.55499
645,2015-06-21,1.83,1.837,0.55574
646,2015-06-28,1.83,1.815,0.55649
647,2015-07-05,1.83,1.815,0.55556
648,2015-07-12,1.874,1.859,0.5563
649,2015-07-19,1.874,1.818,0.55705
650,2015-07-26,1.874,1.839,0.55611
651,2015-08-02,1.874,1.816,0.55686
652,2015-08-09,1.874,1.828,0.55593
653,2015-08-16,1.874,1.723,0.55667
654,2015-08-23,1.891,1.738,0.5574
655,2015-08-30,1.826,1.679,0.55648
656,2015-09-06,1.864,1.714,0.55721
657,2015-09-13,1.861,1.711,0.55795
658,2015-09-20,1.836,1.688,0.55702
659,2015-09-27,1.855,1.706,0.55776
660,2015-10-04,1.915,1.761,0.55848
661,2015-10-11,1.915,1.777,0.55757
662,2015-10-18,1.955,1.814,0.55829
663,2015-10-25,1.959,1.817,0.55738
664,2015-11-02,1.978,1.835,0.5581
665,2015-11-09,1.978,1.768,0.55882
666,2015-11-16,2.042,1.826,0.55954
667,2015-11-23,2.042,1.827,0.55863
668,2015-11-30,2.044,1.828,0.55935
669,2015-12-07,1.966,1.759,0.55844
670,2015-12-14,1.96,1.753,0.55916
671,2015-12-21,2.014,1.801,0.55987
672,2015-12-28,2.014,1.786,0.56058
673,2016-01-04,1.894,1.68,0.55968
674,2016-01-11,1.853,1.643,0.55878
675,2016-01-18,1.879,1.667,0.55949
676,2016-01-25,1.912,1.696,0.56019
677,2016-02-01,1.912,1.643,0.5609
678,2016-02-08,1.912,1.63,0.5616
679,2016-02-15,1.966,1.676,0.5623
680,2016-02-22,1.997,1.703,0.563
681,2016-02-29,1.997,1.748,0.5621
682,2016-03-07,1.997,1.767,0.56121
683,2016-03-13,1.997,1.791,0.56032
684,2016-03-20,1.997,1.779,0.56101
685,2016-03-27,1.997,1.812,0.56013
686,2016-04-03,1.997,1.79,0.56082
687,2016-04-10,1.997,1.819,0.55994
688,2016-04-17,1.997,1.828,0.55906
