Date,Open,High,Low,Close,Adj Close,Volume,Log Return
2013-02-11,11.73,12.42,11.67,12.03,10.222144,830774700,0.0
2013-02-18,12.1,12.31,11.26,11.44,9.720806,779050400,-0.050287810664405866
2013-02-25,11.6,11.61,10.98,11.34,9.635834,859676300,-0.008779679306158977
2013-03-04,11.27,12.44,11.22,12.07,10.26536,857044100,0.06328626294522045
2013-03-11,12.08,12.66,11.91,12.57,10.6906,755238400,0.04058973019929727
2013-03-18,12.29,12.94,12.26,12.56,10.682096,908348400,-0.0007957817253169005
2013-03-25,12.68,12.72,12.11,12.18,10.358909,489166000,-0.030722146552607216
2013-04-01,12.15,12.28,11.64,11.97,10.180305,647566700,-0.017391951024825797
2013-04-08,12.0,12.4,11.91,12.17,10.350408,528072500,0.016570967843441056
2013-04-15,12.19,12.36,11.23,11.66,9.916657,999637300,-0.04281007069113583
2013-04-22,11.68,12.54,11.57,12.42,10.563027,587761000,0.06314401639663964
2013-04-29,12.45,12.48,12.05,12.24,10.409938,414065400,-0.014598958132355538
2013-05-06,12.39,13.18,12.36,13.02,11.073315,833643700,0.061777233089107236
2013-05-13,12.98,13.55,12.95,13.43,11.422016,613464600,0.031004561160623757
2013-05-20,13.39,13.73,12.82,13.24,11.260422,649258100,-0.014248621240370555
2013-05-27,13.49,13.99,13.27,13.66,11.617626,573509800,0.031229327818307215
2013-06-03,13.69,13.73,12.85,13.38,11.379492,776421700,-0.02071063964209158
2013-06-10,13.49,13.55,12.97,13.07,11.12417,533324100,-0.022692569455488646
2013-06-17,13.17,13.4,12.39,12.69,10.800739,668294900,-0.029505660812356355
2013-06-24,12.4,13.03,12.13,12.86,10.945431,612802400,0.013307551196092539
2013-07-01,12.95,13.1,12.73,13.06,11.115657,285585100,0.015432546069768783
2013-07-08,13.11,13.8,13.08,13.78,11.728462,535576800,0.05366388229326762
2013-07-15,13.93,14.85,13.76,14.75,12.554052,844474600,0.06802494471858121
2013-07-22,14.74,15.03,14.54,14.73,12.53703,506945000,-0.0013568169448723592
2013-07-29,14.65,14.97,14.45,14.84,12.630655,480396000,0.007440130618939947
2013-08-05,14.77,14.84,14.25,14.45,12.298716,436097300,-0.026631928981501966
2013-08-12,14.36,14.75,14.21,14.42,12.273185,419397000,-0.0020780654445630878
2013-08-19,14.37,14.69,13.98,14.57,12.400851,448445200,0.010348298047519215
2013-08-26,14.53,14.7,13.99,14.12,12.017846,437871600,-0.03137238757091518
2013-09-02,14.3,14.55,14.18,14.36,12.222116,292503500,0.016854385791870128
2013-09-09,14.41,14.69,14.37,14.49,12.341423,347875800,0.009714230364898935
2013-09-16,14.61,14.83,14.4,14.44,12.298836,490940700,-0.0034567041203016073
2013-09-23,14.31,14.32,13.88,13.9,11.838907,479250900,-0.038113312748483494
