Date,Open,High,Low,Close,Adj Close,Volume
2013-02-11,13.560000,13.990000,13.470000,13.740000,11.768109,67661400
2013-02-18,13.710000,13.950000,13.090000,13.570000,11.698305,51845400
2013-02-25,13.670000,13.860000,13.220000,13.590000,11.715550,80160200
2013-03-04,13.560000,13.870000,13.400000,13.540000,11.672441,55689900
2013-03-11,13.480000,13.760000,13.260000,13.310000,11.474171,51947400
2013-03-18,13.130000,13.280000,12.800000,13.260000,11.431065,64597200
2013-03-25,13.370000,13.540000,13.090000,13.480000,11.620718,43845500
2013-04-01,13.480000,13.490000,12.910000,13.200000,11.379337,51738900
2013-04-08,13.170000,13.970000,12.960000,13.630000,11.750031,62088100
2013-04-15,13.490000,13.650000,12.650000,12.930000,11.146581,70232100
2013-04-22,12.940000,14.220000,12.850000,14.140000,12.189688,69522900
2013-04-29,14.150000,15.180000,14.070000,14.830000,12.784513,70168300
2013-05-06,14.840000,15.000000,14.560000,14.970000,12.905206,45872500
2013-05-13,14.920000,15.000000,14.320000,14.960000,12.896585,85407700
2013-05-20,14.900000,15.030000,14.340000,14.500000,12.500034,59243000
2013-05-27,14.660000,15.430000,14.620000,15.200000,13.191964,67173300
2013-06-03,15.210000,15.640000,14.880000,15.490000,13.443650,86570100
2013-06-10,15.500000,15.810000,15.160000,15.410000,13.374219,64047600
2013-06-17,15.560000,16.090000,14.790000,15.080000,13.087811,87596600
2013-06-24,14.960000,15.420000,14.620000,14.920000,12.948951,79814100
2013-07-01,15.060000,15.310000,14.670000,15.220000,13.209318,32722400
2013-07-08,15.360000,16.660000,15.040000,16.660000,14.459079,91120900
2013-07-15,16.610001,16.780001,16.389999,16.559999,14.372293,44420500
2013-07-22,16.709999,16.709999,15.920000,16.129999,13.999098,39604800
2013-07-29,16.049999,16.639999,16.000000,16.320000,14.163997,47269200
2013-08-05,16.180000,16.340000,15.470000,15.670000,13.599869,59278400
2013-08-12,15.620000,16.059999,15.040000,15.620000,13.556474,71146500
2013-08-19,15.500000,15.750000,15.340000,15.620000,13.556474,53526600
2013-08-26,15.600000,15.680000,14.850000,15.010000,13.111378,52508500
2013-09-02,15.200000,15.700000,14.990000,15.510000,13.548133,43795600
2013-09-09,15.530000,16.030001,15.460000,15.910000,13.897535,46845700
2013-09-16,16.080000,16.430000,15.820000,15.930000,13.915007,51846300
2013-09-23,15.870000,17.940001,15.830000,17.600000,15.373768,165563300
2013-09-30,17.400000,17.709999,17.240000,17.570000,15.347564,69070800
2013-10-07,17.340000,18.090000,17.150000,18.000000,15.723164,67285700
2013-10-14,17.879999,18.180000,17.719999,18.049999,15.766848,54971400
2013-10-21,18.100000,18.100000,17.320000,17.700001,15.461114,54950500
2013-10-28,17.670000,18.139999,17.590000,17.700001,15.461114,46201300
2013-11-04,17.780001,17.940001,17.270000,17.750000,15.504789,50710800
2013-11-11,17.750000,17.990000,17.110001,17.520000,15.303886,54968300
2013-11-18,17.379999,17.520000,16.750000,17.250000,15.068038,55955300
2013-11-25,17.299999,17.629999,17.160000,17.299999,15.201446,31545000
2013-12-02,17.270000,17.270000,16.410000,16.830000,14.788465,69779600
2013-12-09,16.809999,17.020000,16.600000,16.700001,14.674233,59489600
2013-12-16,16.799999,17.260000,16.620001,17.190001,15.104794,59476000
2013-12-23,17.250000,17.540001,17.250000,17.430000,15.315681,22210900
2013-12-30,17.430000,17.700001,17.370001,17.510000,15.385975,23694600
2014-01-06,17.500000,17.510000,17.180000,17.469999,15.350824,42942900
2014-01-13,17.389999,18.080000,17.250000,17.549999,15.421124,49585700
2014-01-20,17.620001,17.719999,17.070000,17.170000,15.087219,39425700
2014-01-27,17.129999,17.209999,16.400000,16.820000,14.779673,64726800
2014-02-03,16.600000,17.230000,16.549999,17.180000,15.096008,80297800
2014-02-10,17.200001,19.090000,17.110001,18.959999,16.660086,102662800
2014-02-17,18.879999,19.240000,18.650000,19.100000,16.872522,57670200
2014-02-24,19.250000,19.410000,18.750000,18.959999,16.748844,67256500
2014-03-03,18.700001,19.670000,18.549999,19.639999,17.349543,68236800
2014-03-10,19.709999,19.709999,18.709999,18.719999,16.536831,66456300
2014-03-17,18.879999,20.809999,18.850000,20.170000,17.817732,87366500
2014-03-24,20.450001,20.629999,19.639999,20.180000,17.826567,69398400
2014-03-31,20.240000,21.160000,20.160000,20.250000,17.888407,75471900
2014-04-07,20.219999,20.250000,18.850000,19.120001,16.890190,64167700
2014-04-14,19.230000,19.379999,18.299999,18.990000,16.775354,62193800
2014-04-21,19.080000,19.590000,18.370001,18.620001,16.448498,63101700
2014-04-28,18.750000,19.290001,18.270000,18.959999,16.748844,71321500
2014-05-05,18.790001,19.629999,18.660000,19.309999,17.058033,66629200
2014-05-12,19.430000,20.290001,18.480000,20.209999,17.853071,102638900
2014-05-19,20.049999,20.410000,19.660000,20.040001,17.702896,53752700
2014-05-26,20.180000,20.639999,19.950001,20.190001,17.924486,60055500
2014-06-02,19.990000,21.920000,19.969999,21.820000,19.371586,95842300
2014-06-09,21.830000,22.420000,21.590000,22.370001,19.859877,52632100
2014-06-16,22.350000,22.750000,22.129999,22.750000,20.197226,64384900
2014-06-23,22.760000,23.219999,22.160000,22.400000,19.886509,73840900
2014-06-30,22.389999,22.950001,22.299999,22.809999,20.250500,32146200
2014-07-07,23.299999,23.459999,22.719999,22.850000,20.286016,71693200
2014-07-14,23.020000,23.230000,22.660000,23.000000,20.419178,61382900
2014-07-21,22.860001,23.190001,20.940001,21.230000,18.847792,94219800
2014-07-28,21.270000,21.680000,20.809999,21.090000,18.723503,60790500
2014-08-04,21.200001,21.440001,20.480000,20.830000,18.492676,53018800
2014-08-11,20.900000,22.590000,20.690001,22.480000,19.957529,64168200
2014-08-18,22.580000,22.580000,21.860001,22.170000,19.682310,54851000
2014-08-25,22.209999,23.160000,21.990000,23.110001,20.610094,53534300
2014-09-01,22.889999,23.059999,22.420000,22.760000,20.297960,47637500
2014-09-08,22.760000,22.930000,22.250000,22.299999,19.887712,54647700
2014-09-15,22.340000,22.730000,21.850000,22.549999,20.110674,50402000
2014-09-22,22.379999,22.389999,21.469999,21.740000,19.388300,47212100
2014-09-29,21.500000,21.830000,20.389999,20.740000,18.496468,68983700
2014-10-06,20.809999,21.260000,19.500000,19.830000,17.684908,93189000
2014-10-13,19.780001,20.340000,18.629999,19.879999,17.729500,121382500
2014-10-20,19.730000,21.530001,19.650000,20.990000,18.719421,82239500
2014-10-27,20.879999,22.350000,20.799999,22.090000,19.700434,63810400
2014-11-03,22.190001,22.750000,21.910000,22.430000,20.003654,54077000
2014-11-10,22.430000,22.980000,22.070000,22.820000,20.351467,57432500
2014-11-17,22.690001,22.969999,22.270000,22.860001,20.387144,50314400
2014-11-24,22.840000,24.150000,22.719999,24.049999,21.544258,46795300
2014-12-01,24.040001,25.090000,23.629999,25.040001,22.431105,67717700
2014-12-08,25.120001,25.250000,23.500000,23.660000,21.194883,64603400
2014-12-15,23.820000,25.150000,23.120001,24.889999,22.296730,91291500
2014-12-22,24.920000,25.709999,24.920000,25.190001,22.565468,34360900
2014-12-29,25.020000,25.400000,24.600000,24.959999,22.359430,26365400
2015-01-05,24.750000,24.900000,23.090000,24.240000,21.714447,72242300
2015-01-12,24.270000,24.280001,22.850000,23.469999,21.024677,92215900
2015-01-19,23.580000,24.629999,23.309999,24.110001,21.597998,52554800
2015-01-26,24.110001,24.299999,22.790001,22.840000,20.460318,53648800
2015-02-02,22.920000,24.670000,22.290001,24.240000,21.714447,70704700
2015-02-09,24.000000,24.530001,23.480000,24.120001,21.606956,70557800
2015-02-16,23.990000,25.570000,23.889999,25.129999,22.605368,77166500
2015-02-23,25.049999,25.389999,24.450001,25.049999,22.533401,73956700
2015-03-02,24.940001,25.639999,23.650000,23.910000,21.507936,76620900
2015-03-09,23.799999,24.320000,23.230000,24.240000,21.804779,66930900
2015-03-16,24.340000,24.590000,23.500000,24.120001,21.696835,75981600
2015-03-23,24.139999,24.459999,21.799999,22.830000,20.536430,103829500
2015-03-30,22.980000,23.090000,22.180000,22.270000,20.032696,58442200
2015-04-06,22.100000,22.580000,21.790001,22.500000,20.239586,105464600
2015-04-13,22.440001,22.709999,21.370001,21.490000,19.331057,90188300
2015-04-20,21.709999,22.670000,21.680000,21.799999,19.609905,78499100
2015-04-27,20.530001,20.549999,19.629999,19.980000,17.972750,366936900
2015-05-04,19.980000,20.080000,19.170000,19.690001,17.711884,97052500
2015-05-11,19.799999,20.590000,19.730000,20.200001,18.170652,144215400
2015-05-18,20.260000,20.340000,19.820000,20.139999,18.116676,89080000
2015-05-25,20.110001,20.600000,19.879999,20.129999,18.197815,67893100
2015-06-01,20.030001,20.590000,19.860001,20.150000,18.215899,67394500
2015-06-08,20.139999,20.240000,19.590000,19.620001,17.736771,70878700
2015-06-15,19.450001,19.930000,19.340000,19.719999,17.827169,78727200
2015-06-22,19.790001,20.459999,19.629999,19.780001,17.881414,71248700
2015-06-29,19.590000,19.660000,19.059999,19.610001,17.727726,58120400
2015-07-06,19.379999,19.719999,18.510000,18.770000,16.968357,84121500
2015-07-13,18.900000,19.629999,17.639999,17.770000,16.064341,117975400
2015-07-20,17.750000,18.040001,17.209999,17.370001,15.702731,62153200
2015-07-27,17.250000,17.770000,17.129999,17.360001,15.693699,72833100
2015-08-03,17.459999,17.459999,16.770000,16.980000,15.350170,69540300
2015-08-10,17.160000,17.690001,16.240000,16.639999,15.042804,109409100
2015-08-17,16.540001,17.059999,15.460000,15.480000,13.994146,76178000
2015-08-24,14.670000,16.180000,14.250000,15.990000,14.540579,131746500
2015-08-31,15.960000,16.209999,15.280000,15.390000,13.994967,75783000
2015-09-07,15.680000,15.910000,15.260000,15.500000,14.094993,56304900
2015-09-14,15.500000,16.309999,15.490000,15.930000,14.486016,75088700
2015-09-21,16.000000,16.049999,14.290000,14.600000,13.276577,88357100
2015-09-28,14.590000,14.940000,14.330000,14.940000,13.585755,101040100
2015-10-05,14.640000,15.730000,14.640000,15.650000,14.231398,80514200
2015-10-12,15.620000,16.010000,15.070000,15.830000,14.395082,87832400
2015-10-19,16.000000,16.700001,15.640000,16.440001,14.949788,98012800
2015-10-26,16.650000,16.830000,16.080000,16.770000,15.249876,64690700
2015-11-02,16.790001,17.059999,16.629999,17.049999,15.504492,49633200
2015-11-09,16.770000,17.500000,16.500000,17.240000,15.677267,68157600
2015-11-16,17.139999,18.420000,17.020000,18.180000,16.532072,70828000
2015-11-23,17.820000,18.740000,17.820000,18.620001,17.028164,37378400
2015-11-30,18.719999,19.340000,18.680000,19.030001,17.403116,67242800
2015-12-07,19.100000,19.290001,18.260000,18.320000,16.753815,65880600
2015-12-14,18.400000,18.709999,17.820000,18.100000,16.552622,91623400
2015-12-21,18.299999,19.260000,18.150000,19.110001,17.476286,37488300
2015-12-28,19.180000,19.410000,18.670000,18.670000,17.073891,34103200
2016-01-04,18.309999,18.629999,16.520000,16.790001,15.354618,99437700
2016-01-11,16.980000,17.200001,15.850000,16.080000,14.705313,110333400
2016-01-18,16.360001,17.360001,15.960000,17.049999,15.592388,81045900
2016-01-25,17.000000,17.690001,16.670000,17.650000,16.141096,73982800
2016-02-01,17.450001,17.820000,16.690001,16.809999,15.372906,59255600
2016-02-08,16.559999,16.570000,15.440000,16.059999,14.687021,62185400
2016-02-15,16.150000,18.850000,16.150000,18.379999,16.808687,82039400
2016-02-22,18.700001,19.020000,18.090000,19.000000,17.375681,58767100
2016-02-29,18.980000,19.549999,18.870001,19.389999,17.828247,48225200
2016-03-07,19.209999,20.100000,18.760000,20.040001,18.425882,62994500
2016-03-14,19.980000,20.530001,19.770000,20.490000,18.839647,69295100
2016-03-21,20.459999,20.900000,19.709999,20.150000,18.527031,48337300
2016-03-28,20.219999,21.420000,20.040001,21.420000,19.694738,52134600
2016-04-04,21.350000,21.459999,20.680000,20.790001,19.115482,43462600
2016-04-11,20.950001,21.520000,20.719999,21.469999,19.740711,61013800
2016-04-18,21.400000,21.670000,20.850000,21.100000,19.400507,53276000
