Date,Open,High,Low,Close,Adj Close,Volume
2013-02-11,135.050735,141.415955,134.210052,139.854675,113.485565,38675361
2013-02-18,140.635315,142.616943,138.833847,140.455170,113.972824,25807803
2013-02-25,141.115707,141.295868,136.972321,139.254181,113.922890,33897847
2013-03-04,139.013992,143.517685,138.293396,142.737045,116.772232,24085683
2013-03-11,142.256653,142.677002,140.094879,140.755417,115.151031,31504079
2013-03-18,139.134094,142.917191,138.893890,140.335068,114.807182,29684673
2013-03-25,140.815475,140.995621,137.212509,138.833847,113.579063,22095433
2013-04-01,138.293396,140.515228,136.672073,137.692902,112.645660,28489020
2013-04-08,138.413498,142.436798,137.092422,140.875519,115.249298,26020778
2013-04-15,139.794632,139.914734,129.766403,130.607101,106.848808,45821095
2013-04-22,130.126709,134.510300,126.763947,133.369370,109.108627,48843350
2013-04-29,133.969849,137.212509,132.108322,135.531143,110.877144,30468828
2013-05-06,135.471085,138.713745,134.029907,137.512756,112.498238,26951964
2013-05-13,137.272568,140.995621,135.831375,140.875519,115.249298,30656524
2013-05-20,140.875519,144.898819,140.695374,141.295868,115.593216,36738683
2013-05-27,142.737045,143.157394,139.974777,140.034836,114.561562,27503129
2013-06-03,140.335068,143.817932,138.713745,143.277481,117.214355,36702312
2013-06-10,143.397583,143.637787,140.154922,141.235809,115.544060,29047494
2013-06-17,142.616943,146.820389,139.314240,140.275024,114.758049,47608563
2013-06-24,138.833847,140.995621,136.672073,139.254181,114.832741,32415513
2013-07-01,139.374283,141.956406,136.672073,139.554428,115.080383,21231477
2013-07-08,140.275024,144.118179,139.734589,142.677002,117.655327,26870565
2013-07-15,142.496841,149.822861,140.154922,148.441727,122.409065,40974955
2013-07-22,148.741974,149.642700,147.120636,148.021378,122.062454,27088719
2013-07-29,147.300781,149.342468,146.279953,148.321625,122.309982,25546385
2013-08-05,147.540985,147.721130,144.658615,145.619415,120.081711,18649812
2013-08-12,144.958862,145.919647,143.277481,143.817932,118.596169,26671644
2013-08-19,143.517685,143.877975,141.476013,142.797089,117.754349,24361822
2013-08-26,142.556900,142.857147,138.353455,138.953949,114.585167,29073574
2013-09-02,139.974777,140.815475,137.632858,139.074036,114.684242,25098303
2013-09-09,139.614487,145.319168,139.194138,142.797089,117.754349,24688456
2013-09-16,144.478470,149.582657,143.697830,144.178223,118.893227,40185288
2013-09-23,145.319168,147.360840,143.757874,144.418427,120.008537,27294334
2013-09-30,143.397583,146.219894,143.037292,144.418427,120.008537,28199008
2013-10-07,143.157394,147.060593,141.115707,146.520142,121.755020,29779195
2013-10-14,145.379211,154.626801,144.898819,153.425812,127.493477,37398376
2013-10-21,155.347382,158.229752,153.966248,155.407440,129.140152,34250824
2013-10-28,155.407440,159.971176,154.686844,159.370682,132.433548,34757376
2013-11-04,159.670929,163.273880,157.689301,162.433197,134.978409,34800258
2013-11-11,162.253052,164.715073,160.631714,163.333939,135.726929,29974601
2013-11-18,163.814331,165.135406,160.691772,162.613342,135.128128,26228775
2013-11-25,162.973633,163.153793,159.911133,160.091278,133.032318,18817890
2013-12-02,160.031219,162.012848,157.329010,161.772659,134.429520,27668344
2013-12-09,161.712601,164.474869,159.010391,161.172165,133.930511,28734018
2013-12-16,161.772659,164.955261,161.112106,164.294724,136.525330,43456353
2013-12-23,164.715073,167.897675,163.754272,167.117035,139.994217,14782717
2013-12-30,167.177078,168.678314,164.594971,165.015320,138.233658,20510418
2014-01-06,166.096191,166.516541,161.292267,161.892746,135.617828,24995071
2014-01-13,162.012848,164.534912,157.809402,159.610886,133.706284,36822663
2014-01-20,160.511627,160.571671,149.822861,149.822861,125.506844,43674892
