Date,Open,High,Low,Close,Adj Close,Volume,Log Return
2013-02-11,64.040001,64.215553,63.007778,63.245556,63.245556,8546400,0.0
2013-02-18,63.016666,64.777779,60.75111,63.783333,63.783333,16789500,0.008467053707922003
2013-02-25,64.053329,64.328888,54.705555,61.488888,61.488888,23810400,-0.03663544241705945
2013-03-04,61.224445,61.42889,56.184444,57.18111,57.18111,30634200,-0.07263287647281688
2013-03-11,56.864445,58.194443,50.575558,51.048889,51.048889,45171900,-0.11343981769131511
2013-03-18,51.688889,56.888889,51.688889,54.376667,54.376667,35696700,0.06315136501379735
2013-03-25,54.445557,55.514442,53.576668,54.576668,54.576668,16389000,0.003671319003573897
2013-04-01,54.763332,56.0,53.712223,54.441113,54.441113,16709400,-0.002486843313393056
2013-04-08,54.687778,57.221111,54.532223,56.894444,56.894444,14770800,0.044078069273127365
2013-04-15,56.794445,57.303333,51.746666,53.861111,53.861111,30211200,-0.054788976649867316
2013-04-22,53.835556,54.362221,51.965557,54.084442,54.084442,18819900,0.004137851211944642
2013-04-29,54.244446,56.061111,53.383331,55.98,55.98,10706400,0.03444791815173996
2013-05-06,55.888889,56.865555,53.405556,55.507778,55.507778,18875700,-0.008471329010047553
2013-05-13,55.24889,55.635555,52.686668,53.777779,53.777779,13643100,-0.031662802969575
2013-05-20,53.596668,56.444443,51.67889,55.725555,55.725555,20196900,0.035578486737800494
2013-05-27,56.135555,56.443333,54.84111,55.281113,55.281113,8910900,-0.008007525724789017
2013-06-03,55.484444,57.054443,55.00111,57.054443,57.054443,10440900,0.03157463920843433
2013-06-10,56.759998,57.138889,54.654446,55.367779,55.367779,7773300,-0.030008134272754578
2013-06-17,55.914444,57.34111,55.16111,55.875557,55.875557,15503400,0.009129203507759481
2013-06-24,55.388889,56.726665,55.037777,56.236668,56.236668,10053900,0.006441978094961863
2013-07-01,56.577778,56.577778,55.445557,56.00111,56.00111,7444800,-0.004197487691818534
2013-07-08,55.988888,56.184444,45.187778,47.671112,47.671112,75848400,-0.16104591598254836
2013-07-15,47.506668,47.599998,39.668888,43.630001,43.630001,67848300,-0.08858058592920316
2013-07-22,43.703335,44.43,41.034443,42.476665,42.476665,32762700,-0.026790143736678162
2013-07-29,44.144444,44.555557,42.666668,43.738888,43.738888,38994300,0.029282725652786046
2013-08-05,43.534443,43.970001,42.91111,43.541111,43.541111,13200300,-0.004532019724588772
2013-08-12,43.522221,43.773335,41.923332,42.036667,42.036667,14066100,-0.0351633110177875
2013-08-19,42.147778,43.549999,41.726665,43.343334,43.343334,13536900,0.03061065854692589
2013-08-26,43.450001,43.777779,42.436668,42.946667,42.946667,13767300,-0.009193876219731585
2013-09-02,43.132221,43.387779,42.333332,42.743332,42.743332,12899700,-0.0047458369474870895
2013-09-09,42.703335,43.06889,41.151112,41.666668,41.666668,30697200,-0.02551172597477501
2013-09-16,41.889999,42.188889,40.939999,41.632221,41.632221,27456300,-0.0008270699015830868
2013-09-23,41.478889,42.221111,40.383331,40.828888,40.828888,20157300,-0.019484540648315823
2013-09-30,40.705555,41.99889,39.779999,40.475555,40.475555,22619700,-0.0086916584465991
2013-10-07,40.306667,44.58889,40.254444,43.353333,43.353333,30568500,0.0686853744464441
2013-10-14,43.126667,45.43222,41.110001,41.835556,41.835556,40323600,-0.03563698611773133
2013-10-21,41.84111,42.085556,40.564445,41.014442,41.014442,23830200,-0.01982235138297762
2013-10-28,41.111111,42.356667,40.856667,41.336666,41.336666,22303800,0.007825654135411624
2013-11-04,41.426666,43.406666,41.361111,43.314445,43.314445,16714800,0.04673627942793509
2013-11-11,43.425556,44.283333,43.06778,43.826668,43.826668,15673500,0.011756308404011729
2013-11-18,43.832222,44.310001,43.00222,43.301109,43.301109,8406000,-0.012064243861086435
2013-11-25,43.214443,43.371113,41.482224,41.877777,41.877777,9247500,-0.03342294232539549
2013-12-02,42.024445,42.400002,40.246666,41.93111,41.93111,18231300,0.0012727291605539451
2013-12-09,41.82111,42.391109,40.282223,40.326668,40.326668,19389600,-0.039015046450884376
2013-12-16,40.441113,41.072224,39.015556,40.483334,40.483334,29512800,0.0038773961737797753
2013-12-23,40.556667,42.615555,40.402222,42.221111,42.221111,13333500,0.04202997336906981
2013-12-30,42.215557,42.709999,41.415558,41.495556,41.495556,13374000,-0.01733401945145753
2014-01-06,41.439999,47.175556,41.114445,46.683334,46.683334,30024900,0.11780089015325566
2014-01-13,45.785557,49.332222,43.557777,47.793331,47.793331,47372400,0.023498883616679532
2014-01-20,49.437778,49.722221,45.138889,45.639999,45.639999,31197600,-0.046101607852031316
2014-01-27,45.688889,46.892223,45.00222,45.286667,45.286667,22774500,-0.007771840627705662
2014-02-03,45.041111,46.666668,44.073334,46.40889,46.40889,21716100,0.02447837325228645
2014-02-10,46.23,49.214443,46.118889,48.758888,48.758888,20174400,0.049396463066825776
2014-02-17,48.923332,49.75,48.146667,48.354443,48.354443,9820800,-0.008329388646346967
2014-02-24,48.354443,50.552223,48.111111,49.425556,49.425556,17018100,0.021909508232805984
2014-03-03,49.144444,51.385555,48.894444,49.331112,49.331112,19585800,-0.0019126613059045167
2014-03-10,49.23,49.387779,46.91,47.007778,47.007778,14165100,-0.04824187967532435
2014-03-17,47.113335,49.282223,47.007778,47.654446,47.654446,14689800,0.013662853719152103
2014-03-24,47.90778,48.765556,46.477779,48.332222,48.332222,18767700,0.014122529285611985
2014-03-31,48.331112,60.136665,48.111111,56.168888,56.168888,66327300,0.15026454891902064
