Date,Open,High,Low,Close,Adj Close,Volume
2013-02-11,192.141495,193.068832,190.267685,192.141495,128.990204,15165222
2013-02-18,191.778198,193.011475,189.397705,192.246658,129.060791,14376746
2013-02-25,192.801147,194.187378,188.824097,193.986618,130.228882,20312275
2013-03-04,193.680695,201.472275,193.642441,201.128113,135.023178,19540221
2013-03-11,200.803055,206.405350,199.847031,205.468445,137.937012,24510918
2013-03-18,203.537292,206.328873,200.869980,202.753342,136.114258,18917433
2013-03-25,203.193115,204.053543,200.516251,203.919693,136.897263,13091840
2013-04-01,203.441681,205.439774,197.265778,200.200760,134.400620,16994990
2013-04-08,199.875717,203.718933,198.212234,202.084137,135.664993,15976290
2013-04-15,201.185471,202.676865,181.414917,181.644363,121.943184,37338435
2013-04-22,182.743790,186.587006,179.426392,185.764816,124.709312,29263523
2013-04-29,186.214142,196.290634,186.089859,195.516251,131.255737,28042423
2013-05-06,194.827911,195.984711,192.657745,195.478012,131.230072,19560932
2013-05-13,195.200760,200.286804,193.154877,199.273422,134.405136,22580316
2013-05-20,198.871887,200.908218,195.430206,196.673035,132.651215,21191019
2013-05-27,198.317398,202.657745,196.978973,198.871887,134.134277,17572381
2013-06-03,199.091782,200.812622,192.609940,197.275330,133.057510,18585850
2013-06-10,197.868073,197.877625,191.529633,193.307846,130.381516,15251203
2013-06-17,194.493301,197.026764,185.028687,186.864243,126.035477,23820977
2013-06-24,185.458893,188.240921,180.124283,182.705551,123.230476,26246859
2013-07-01,183.699814,186.577438,181.892929,186.357559,125.693657,12947492
2013-07-08,186.998093,187.170166,182.390060,183.623322,123.849510,21668831
2013-07-15,183.957932,192.103256,183.250473,185.028687,124.797386,33136652
2013-07-22,184.894836,189.130020,184.780121,188.671127,127.254120,15396179
2013-07-29,188.173996,189.130020,184.722748,186.577438,125.841980,16044175
2013-08-05,186.577438,187.265778,178.575531,179.560226,121.109077,21054202
2013-08-12,178.747604,181.634796,177.189301,177.189301,120.107315,17343202
2013-08-19,177.151047,178.365204,175.114716,177.265778,120.159187,15234676
2013-08-26,177.122375,178.776291,173.135757,174.254303,118.117828,15744600
2013-09-02,175.554489,176.864243,174.292542,174.980881,118.610382,12401585
2013-09-09,175.602295,184.608032,175.248566,183.718933,124.533432,19031865
2013-09-16,185.181641,186.319305,181.663483,181.663483,123.140129,23408538
2013-09-23,181.701721,183.948380,178.250473,178.699814,121.131241,15773367
2013-09-30,177.399612,178.527725,174.952194,176.003830,119.303757,17104088
2013-10-07,173.852768,178.040146,170.850861,177.973236,120.638748,21819246
2013-10-14,177.256210,178.766724,164.980881,166.137665,112.615997,47763603
2013-10-21,166.749527,171.223709,165.038239,169.072662,114.605438,31235129
2013-10-28,169.254303,174.302109,168.451248,171.347992,116.147827,27042866
2013-11-04,171.988525,173.412994,169.550674,172.074570,116.640312,26814524
2013-11-11,172.265778,175.956024,171.759079,175.133850,119.351616,26864209
2013-11-18,175.449326,178.049713,172.007645,173.326965,118.120163,26816720
2013-11-25,172.323135,172.810699,169.512421,171.778198,117.064751,21322605
2013-12-02,171.567871,171.692154,167.456985,169.856598,115.755219,25957640
2013-12-09,170.162521,170.315491,165.133850,165.200760,112.582314,22876857
2013-12-16,165.602295,173.996170,165.133850,172.103256,117.286270,33751386
2013-12-23,173.087952,178.298279,172.667297,176.940720,120.582924,12971237
2013-12-30,177.170166,179.531555,176.548752,178.432129,121.599319,15949408
2014-01-06,178.919693,181.978973,177.151047,179.024857,122.003265,24003085
2014-01-13,178.068832,182.418732,175.774384,181.730408,123.847054,28906524
2014-01-20,181.864243,182.017212,171.739960,171.739960,117.038666,40518798
2014-01-27,171.711288,171.749527,167.629059,168.910141,115.110191,26735655
2014-02-03,168.279160,169.751434,164.617584,169.455063,115.481575,26394764
