Date,Open,High,Low,Close,Adj Close,Volume
2013-02-11,66.529999,68.514999,66.459999,68.415001,55.208767,19428400
2013-02-18,68.660004,69.000000,66.940002,68.010002,54.881943,19191000
2013-02-25,68.300003,69.254997,66.394997,68.285004,55.103863,21153200
2013-03-04,68.135002,70.419998,68.040001,69.349998,56.254723,15928400
2013-03-11,69.385002,70.889999,69.059998,70.845001,57.467426,15396600
2013-03-18,69.949997,70.785004,68.864998,69.570000,56.433182,20049600
2013-03-25,69.980003,71.500000,68.449997,71.205002,57.759453,15918400
2013-04-01,71.205002,71.485001,68.000000,69.269997,56.189846,20362600
2013-04-08,69.199997,71.209999,69.135002,70.635002,57.297081,15900000
2013-04-15,70.230003,73.019997,67.875000,72.925003,59.154682,27960600
2013-04-22,73.025002,74.635002,72.635002,73.760002,59.832005,17693800
2013-04-29,73.535004,75.570000,72.695000,74.714996,60.606678,16207600
2013-05-06,74.800003,77.724998,74.779999,77.150002,62.581856,15969400
2013-05-13,76.985001,79.970001,76.290001,79.955002,64.857216,14153600
2013-05-20,79.849998,80.500000,77.154999,78.404999,63.599884,16935000
2013-05-27,79.389999,79.790001,77.309998,77.309998,62.711662,13682000
2013-06-03,77.599998,79.605003,75.345001,79.065002,64.417038,20431000
2013-06-10,79.300003,79.555000,76.680000,78.510002,63.964874,12576200
2013-06-17,79.035004,79.099998,75.660004,76.345001,62.200966,17774000
2013-06-24,75.300003,78.820000,74.224998,77.139999,62.848671,21892600
2013-07-01,77.824997,78.775002,76.830002,78.739998,64.152237,9089800
2013-07-08,78.794998,80.849998,77.605003,80.375000,65.484352,17286600
2013-07-15,80.540001,81.739998,78.849998,81.680000,66.547569,15968800
2013-07-22,81.900002,82.589996,78.610001,79.699997,64.934395,14714600
2013-07-29,79.519997,82.275002,78.574997,81.684998,66.551651,15650200
2013-08-05,81.404999,81.654999,79.305000,79.894997,65.093254,13190200
2013-08-12,79.445000,80.584999,77.809998,78.964996,64.335564,11157800
2013-08-19,78.885002,79.445000,77.254997,79.029999,64.388527,15082400
2013-08-26,79.074997,79.139999,76.019997,76.769997,62.547188,15633600
2013-09-02,77.449997,78.699997,76.309998,77.459999,63.435684,10422600
2013-09-09,77.824997,79.269997,77.070000,77.375000,63.366077,19030200
2013-09-16,78.459999,80.955002,77.785004,79.775002,65.331551,18346000
2013-09-23,79.544998,80.144997,77.864998,78.294998,64.119492,14179400
2013-09-30,77.514999,78.794998,76.699997,76.949997,63.018005,24467600
2013-10-07,76.459999,79.035004,75.830002,78.684998,64.438866,18426400
2013-10-14,78.180000,78.995003,75.214996,76.050003,62.280964,35259200
2013-10-21,76.050003,78.275002,76.035004,76.180000,62.387424,28820000
2013-10-28,76.294998,76.574997,74.614998,76.385002,62.555325,30508400
2013-11-04,76.855003,78.160004,76.375000,77.519997,63.484829,24631800
2013-11-11,77.565002,79.790001,77.300003,79.745003,65.306984,19865800
2013-11-18,79.794998,81.044998,78.714996,81.010002,66.342926,19791600
2013-11-25,81.004997,81.610001,80.574997,81.019997,66.351128,10204600
2013-12-02,81.059998,82.570000,80.010002,82.169998,67.620979,18573400
2013-12-09,82.279999,82.635002,80.084999,80.375000,66.143806,16740000
2013-12-16,80.684998,82.440002,80.019997,81.800003,67.316475,21166400
2013-12-23,81.754997,83.500000,81.519997,83.025002,68.324570,7814200
2013-12-30,83.050003,84.910004,82.665001,83.425003,68.653748,11799400
2014-01-06,83.584999,85.440002,82.485001,85.190002,70.106247,20960800
2014-01-13,85.169998,85.690002,83.279999,83.919998,69.061111,21620800
2014-01-20,84.790001,87.500000,83.589996,85.820000,70.624710,22772600
2014-01-27,86.029999,88.500000,85.150002,87.120003,71.694534,25563000
2014-02-03,87.300003,88.790001,85.559998,88.449997,72.789024,23834200
2014-02-10,88.324997,90.245003,87.279999,90.070000,74.122185,20528800
2014-02-17,90.120003,90.199997,87.785004,89.559998,73.702499,17907600
2014-02-24,89.610001,90.639999,88.379997,90.190002,74.220940,17177800
2014-03-03,89.584999,94.294998,89.144997,93.785004,77.574440,20709200
2014-03-10,93.635002,94.730003,92.099998,92.570000,76.569443,18469800
2014-03-17,93.239998,95.239998,92.930000,93.665001,77.475212,20170200
2014-03-24,93.824997,94.654999,91.425003,92.375000,76.408173,20524000
2014-03-31,92.894997,95.000000,92.544998,94.025002,77.772957,15723400
2014-04-07,93.900002,94.190002,90.425003,90.535004,74.886215,20123800
2014-04-14,91.309998,95.014999,90.360001,94.794998,78.409874,24610400
2014-04-21,95.000000,97.080002,93.705002,93.889999,77.661301,18955600
2014-04-28,94.379997,95.625000,93.360001,94.000000,77.752266,17113600
2014-05-05,93.870003,94.974998,93.404999,94.660004,78.298218,20407000
2014-05-12,94.769997,97.625000,94.769997,97.580002,80.713486,18927800
2014-05-19,97.629997,98.565002,96.599998,98.129997,81.168411,14421400
2014-05-26,98.544998,99.730003,98.135002,99.635002,82.413277,12910000
2014-06-02,99.680000,101.309998,98.455002,100.930000,83.484459,15420000
2014-06-09,101.870003,102.959999,100.330002,100.900002,83.459656,14332100
2014-06-16,100.250000,101.440002,99.279999,101.080002,83.982483,17675700
2014-06-23,101.180000,101.199997,99.160004,99.639999,82.786049,14115100
2014-06-30,99.540001,101.089996,99.540001,100.980003,83.899406,13071500
2014-07-07,101.199997,101.199997,99.269997,100.269997,83.309502,11242200
2014-07-14,100.739998,102.000000,100.370003,101.339996,84.198517,12493800
2014-07-21,101.320000,103.250000,100.599998,101.660004,84.464386,14783100
2014-07-28,101.459999,101.629997,97.739998,97.910004,81.348701,20546800
2014-08-04,98.120003,98.750000,96.760002,98.639999,81.955223,15757400
2014-08-11,99.099998,102.279999,99.000000,101.989998,84.738556,13410000
2014-08-18,102.739998,106.339996,102.349998,105.769997,87.879189,14306400
2014-08-25,106.199997,106.230003,104.540001,105.269997,87.463768,11167900
2014-09-01,105.699997,108.739998,105.489998,107.690002,89.900238,14309700
2014-09-08,107.650002,107.940002,106.750000,107.010002,89.332581,9382800
2014-09-15,107.089996,110.260002,106.379997,109.360001,91.294380,17206300
2014-09-22,109.519997,109.690002,106.970001,108.580002,90.643242,12898500
2014-09-29,107.949997,109.769997,104.879997,109.510002,91.419601,18519700
2014-10-06,110.410004,110.839996,101.199997,101.339996,84.599236,21604400
2014-10-13,102.989998,106.980003,96.169998,106.400002,88.823357,37715900
2014-10-20,105.599998,114.620003,105.269997,114.580002,95.652069,24197700
2014-10-27,114.389999,117.099998,113.370003,116.449997,97.213173,19673000
2014-11-03,116.570000,119.660004,114.800003,118.750000,99.133202,20222000
2014-11-10,119.300003,121.820000,119.150002,120.709999,100.769409,15794800
2014-11-17,120.230003,122.790001,119.650002,121.849998,101.721123,15716300
2014-11-24,122.489998,123.610001,116.550003,116.769997,97.480293,14788500
2014-12-01,116.440002,121.389999,113.190002,118.610001,99.419472,25060700
2014-12-08,117.870003,118.080002,111.889999,112.550003,94.339951,24542200
2014-12-15,113.150002,119.980003,111.279999,118.470001,99.302116,27160000
2014-12-22,119.059998,121.400002,118.940002,120.389999,100.911461,8058600
2014-12-29,119.540001,120.949997,117.660004,118.610001,99.419472,9701800
2015-01-05,118.309998,118.309998,111.660004,114.980003,96.376801,22773700
2015-01-12,114.330002,116.150002,109.540001,111.900002,93.795113,29173900
2015-01-19,112.529999,122.190002,112.150002,120.089996,100.660004,21784600
2015-01-26,120.510002,122.089996,117.129997,117.209999,98.245979,19868900
2015-02-02,118.129997,123.320000,116.699997,121.809998,102.101723,16288800
2015-02-09,121.529999,124.519997,118.760002,122.599998,102.763901,19148900
2015-02-16,121.959999,123.820000,120.440002,123.660004,103.652397,11956500
2015-02-23,123.790001,123.900002,120.190002,120.260002,100.802505,14842700
2015-03-02,120.260002,121.000000,116.089996,116.449997,98.048492,17487900
2015-03-09,116.379997,117.870003,113.769997,114.519997,96.423462,19867900
2015-03-16,115.500000,118.660004,115.040001,117.449997,98.890457,19854500
2015-03-23,114.849998,116.000000,106.750000,108.440002,91.304237,33336900
2015-03-30,109.000000,110.389999,106.379997,107.129997,90.201233,20577400
2015-04-06,106.339996,112.440002,106.250000,111.419998,93.813316,27095700
2015-04-13,111.050003,111.580002,104.160004,108.419998,91.287392,29722800
2015-04-20,108.709999,111.379997,106.239998,107.510002,90.521187,36803900
2015-04-27,107.330002,108.220001,105.690002,107.709999,90.689590,26002400
2015-05-04,108.400002,109.419998,105.720001,107.440002,90.462265,22444800
2015-05-11,107.220001,108.000000,100.900002,103.830002,87.422699,37201400
2015-05-18,103.300003,105.650002,102.150002,104.199997,87.734238,26642600
2015-05-25,103.550003,104.180000,99.870003,100.910004,84.964119,24043500
2015-06-01,101.160004,102.849998,100.430000,102.279999,86.580399,31988400
2015-06-08,102.129997,102.199997,99.309998,100.500000,85.073631,29950800
2015-06-15,99.839996,102.830002,99.839996,101.160004,85.632317,21517900
2015-06-22,101.669998,102.739998,96.660004,96.769997,81.916153,25557100
2015-06-29,95.989998,96.970001,94.910004,96.660004,81.823051,19131300
2015-07-06,96.389999,98.150002,95.410004,97.820000,82.805000,24066400
2015-07-13,98.699997,98.699997,95.589996,97.419998,82.466408,24349200
2015-07-20,97.580002,99.709999,91.230003,92.610001,78.394714,35847800
2015-07-27,91.680000,98.730003,91.519997,97.589996,82.610306,27961500
2015-08-03,97.559998,97.690002,92.410004,92.500000,78.301605,24025300
2015-08-10,93.050003,93.870003,91.260002,92.739998,78.504753,17939800
2015-08-17,92.459999,93.089996,86.410004,86.449997,73.180244,28415000
2015-08-24,81.180000,87.190002,79.309998,86.889999,73.552711,48271800
2015-08-31,86.900002,87.080002,83.000000,84.779999,72.239021,29571300
2015-09-07,87.000000,89.070000,85.739998,86.120003,73.380806,22526700
2015-09-14,86.519997,91.160004,85.529999,87.779999,74.795227,27423000
2015-09-21,87.970001,89.339996,83.870003,86.589996,73.781273,23793400
2015-09-28,85.680000,91.930000,84.849998,91.900002,78.305817,27851000
2015-10-05,91.730003,98.279999,91.620003,97.040001,82.685486,21924500
