Date,Open,High,Low,Close,Adj Close,Volume
2013-02-11,38.990002,39.150002,38.119999,38.630001,38.630001,15401900
2013-02-18,38.580002,39.279999,38.299999,38.549999,38.549999,10894300
2013-02-25,38.660000,39.939999,38.090000,39.830002,39.830002,16914800
2013-03-04,39.740002,41.910000,39.450001,41.500000,41.500000,15504700
2013-03-11,41.119999,41.930000,40.959999,41.380001,41.380001,19166800
2013-03-18,41.080002,43.230000,40.209999,42.970001,42.970001,30091000
2013-03-25,42.900002,43.590000,42.380001,43.520000,43.520000,13204200
2013-04-01,43.360001,44.250000,43.209999,43.380001,43.380001,21230500
2013-04-08,43.270000,45.529999,43.130001,45.029999,45.029999,19852900
2013-04-15,44.810001,45.459999,44.310001,44.740002,44.740002,14943600
2013-04-22,45.000000,45.360001,44.330002,44.910000,44.910000,10845700
2013-04-29,44.889999,47.169998,44.549999,47.009998,47.009998,18649000
2013-05-06,47.000000,47.139999,43.470001,44.020000,44.020000,27150300
2013-05-13,43.980000,45.340000,43.490002,44.610001,44.610001,17016300
2013-05-20,44.549999,44.680000,41.910000,42.430000,42.430000,13451600
2013-05-27,42.779999,43.549999,42.389999,42.910000,42.910000,11825500
2013-06-03,42.980000,44.799999,42.759998,44.119999,44.119999,18176000
2013-06-10,44.299999,44.340000,42.389999,42.840000,42.840000,10768000
2013-06-17,43.220001,46.439999,42.970001,44.770000,44.770000,32460100
2013-06-24,44.340000,46.270000,43.369999,45.560001,45.560001,20184700
2013-07-01,45.230000,47.189999,44.880001,47.000000,47.000000,12578400
2013-07-08,47.029999,48.630001,46.439999,48.389999,48.389999,15505900
2013-07-15,48.250000,48.520000,47.360001,48.070000,48.070000,13137300
2013-07-22,48.520000,48.580002,47.400002,47.639999,47.639999,11059700
2013-07-29,47.509998,47.820000,47.110001,47.450001,47.450001,16182500
2013-08-05,47.450001,47.849998,46.830002,47.180000,47.180000,11077200
2013-08-12,46.869999,47.410000,45.299999,45.400002,45.400002,11329300
2013-08-19,45.439999,45.880001,44.700001,45.770000,45.770000,11025700
2013-08-26,46.250000,46.610001,45.270000,45.750000,45.750000,10800000
2013-09-02,46.209999,47.340000,45.700001,46.869999,46.869999,12878400
2013-09-09,47.110001,48.330002,46.990002,47.759998,47.759998,13008700
2013-09-16,48.169998,52.959999,47.919998,52.310001,52.310001,46166300
2013-09-23,52.070000,52.480000,51.070000,52.029999,52.029999,15581000
2013-09-30,51.500000,52.480000,50.020000,51.570000,51.570000,17424600
2013-10-07,51.049999,52.220001,48.869999,52.189999,52.189999,19035200
2013-10-14,51.900002,52.830002,51.540001,52.630001,52.630001,19923200
2013-10-21,52.730000,54.580002,52.160000,53.810001,53.810001,24405500
2013-10-28,53.910000,55.119999,53.590000,54.610001,54.610001,18365200
2013-11-04,55.009998,55.419998,53.099998,54.840000,54.840000,21803800
2013-11-11,54.849998,57.990002,54.490002,57.349998,57.349998,19800800
2013-11-18,57.450001,57.490002,55.650002,56.410000,56.410000,14861900
2013-11-25,56.619999,57.180000,56.200001,56.779999,56.779999,8926600
2013-12-02,56.740002,57.060001,54.470001,55.599998,55.599998,20870800
2013-12-09,55.939999,61.090000,53.930000,60.889999,60.889999,33271300
2013-12-16,60.630001,60.880001,57.020000,59.259998,59.259998,28786800
2013-12-23,59.740002,59.990002,59.119999,59.509998,59.509998,5088000
2013-12-30,59.669998,59.919998,58.939999,59.160000,59.160000,7055300
2014-01-06,58.060001,59.630001,58.009998,59.529999,59.529999,14429700
2014-01-13,59.279999,61.980000,58.410000,61.369999,61.369999,18390800
2014-01-20,61.500000,61.810001,59.090000,59.090000,59.090000,12314700
2014-01-27,58.110001,59.900002,57.860001,59.189999,59.189999,18254100
2014-02-03,59.080002,63.240002,57.320000,62.880001,62.880001,23085600
2014-02-10,62.730000,68.489998,62.520000,68.339996,68.339996,20458100
2014-02-17,68.620003,69.430000,67.550003,68.220001,68.220001,14524600
2014-02-24,68.540001,71.110001,67.629997,68.629997,68.629997,19897700
2014-03-03,68.059998,69.419998,67.139999,68.519997,68.519997,17450100
2014-03-10,68.680000,68.830002,66.629997,67.190002,67.190002,14688900
2014-03-17,67.889999,70.239998,66.150002,67.139999,67.139999,33811400
2014-03-24,67.220001,67.480003,63.049999,64.879997,64.879997,24441700
2014-03-31,64.870003,66.309998,61.099998,61.320000,61.320000,22340900
2014-04-07,61.200001,63.689999,59.630001,60.500000,60.500000,30987700
2014-04-14,61.180000,64.230003,60.500000,64.040001,64.040001,13949000
2014-04-21,64.000000,65.000000,61.560001,61.610001,61.610001,17045600
2014-04-28,61.840000,63.099998,59.619999,61.560001,61.560001,16834100
2014-05-05,61.200001,61.980000,57.150002,59.590000,59.590000,20477200
2014-05-12,59.770000,61.689999,59.560001,61.639999,61.639999,17650200
2014-05-19,61.270000,64.480003,61.259998,64.300003,64.300003,10193600
